fov,cellID,rep,batch,leiden,umap_1,umap_2,x,y,z,nuc_volume(um3),doublet
0,453,1,1,0,6.7340198,12.631457,1150.605,1897.484,30.849,332.719,0
0,458,1,1,0,7.8764105,12.260537,499.425,1933.602,19.097,199.903,0
0,459,1,1,0,8.138743,13.294036,811.252,1941.315,24.234,292.493,0
0,474,1,1,0,9.392573,10.959414,1276.864,1235.489,28.604,353.248,0
0,481,1,1,0,9.439659,10.411797,642.048,1374.799,25.984,391.154,0
0,482,1,1,0,7.4592624,12.128691,767.875,1373.303,22.55,294.596,0
0,484,1,1,0,5.4724126,10.232699,661.4,1443.561,22.876,305.94,0
0,492,1,1,0,9.445464,14.120514,1039.247,1524.622,19.899,145.224,0
0,493,1,1,0,8.1638,11.25809,1360.257,1515.317,16.223,106.785,0
0,495,1,1,0,8.300521,13.903535,1914.597,1547.757,38.569,142.206,0
0,498,1,1,0,9.907121,12.092839,1331.826,1567.888,26.855,158.069,0
0,501,1,1,0,6.6279674,10.095669,769.205,1614.105,32.604,262.31,0
0,502,1,1,0,7.1753025,11.646766,1254.89,1633.742,28.595,331.07,0
0,504,1,1,0,8.918737,12.862072,401.037,1656.978,22.059,246.638,0
0,506,1,1,0,10.03648,11.466385,1599.62,1687.811,26.92,100.934,0
0,508,1,1,0,7.3811707,13.571808,370.239,1722.361,23.949,125.831,0
0,509,1,1,0,9.143878,13.69519,1557.91,1748.153,27.401,278.248,0
0,512,1,1,0,7.688635,13.337094,313.648,1745.666,24.689,361.093,0
0,513,1,1,0,6.4809713,12.054523,1979.907,1756.752,19.859,189.999,0
0,514,1,1,0,6.359955,10.589238,985.341,1768.984,24.146,109.925,0
0,516,1,1,0,9.987735,13.143695,597.817,1788.104,27.112,375.972,0
0,518,1,1,0,7.893202,11.566733,110.636,1797.37,32.196,220.635,0
0,520,1,1,0,5.745336,12.11981,1217.928,1827.525,31.586,210.973,0
0,522,1,1,0,9.760001,10.691198,919.554,1848.312,31.877,309.523,0
0,523,1,1,0,5.975117,13.738998,1662.21,1860.573,28.818,170.497,0
0,524,1,1,0,9.816641,11.647264,246.85,1869.721,28.635,149.892,0
0,525,1,1,0,7.1699595,13.96197,1785.643,1885.869,26.195,172.553,0
0,526,1,1,0,8.506929,14.064618,717.938,1895.985,38.723,224.349,0
0,527,1,1,0,6.4359856,13.287753,165.898,1943.354,26.734,199.884,0
0,531,1,1,0,6.4617705,11.445086,970.327,1966.707,24.096,311.202,0
0,534,1,1,0,8.961116,11.010173,1311.416,1980.727,24.878,326.831,0
0,554,1,1,0,7.4051766,10.494759,1391.376,1343.524,27.353,298.442,0
0,557,1,1,0,5.932655,11.814365,1293.032,1384.987,30.506,230.573,0
0,561,1,1,0,9.220339,10.937118,1219.736,1449.548,28.127,241.23,0
0,562,1,1,0,7.5228295,13.464996,1309.887,1473.367,35.461,225.484,0
0,563,1,1,0,8.962997,11.640749,770.331,1496.354,30.282,381.425,0
0,571,1,1,0,8.221166,13.620585,254.377,1608.578,29.606,155.366,0
0,572,1,1,0,7.36773,9.604104,1401.247,1601.895,24.025,115.853,0
0,573,1,1,0,8.838191,13.054486,637.814,1625.331,27.509,236.583,0
0,576,1,1,0,8.864348,11.008447,1761.623,1657.114,18.039,152.154,0
0,577,1,1,0,8.234298,14.2563305,899.269,1665.335,31.552,245.28,0
0,579,1,1,0,9.20101,9.710963,1776.248,1696.583,22.338,293.241,0
0,580,1,1,0,9.876326,12.578129,973.198,1717.907,22.05,123.627,0
0,581,1,1,0,7.410807,10.418245,101.0,1729.627,29.435,222.537,0
0,582,1,1,0,10.41105,12.202536,761.087,1727.266,27.359,217.734,0
0,583,1,1,0,10.120212,11.820715,813.557,1738.073,26.285,215.922,0
0,587,1,1,0,6.409568,10.697305,1878.015,1758.335,29.845,176.706,0
0,588,1,1,0,9.792175,9.522417,192.344,1751.887,23.281,347.516,0
0,591,1,1,0,6.5507708,13.443221,306.135,1802.432,36.84,183.758,0
0,598,1,1,0,9.807614,12.114701,534.127,1861.29,21.761,212.164,0
0,599,1,1,0,7.9995723,12.550479,1042.838,1880.162,25.159,272.633,0
0,600,1,1,0,6.110132,12.235435,131.636,1901.977,30.931,270.519,0
0,602,1,1,0,10.499729,11.290022,553.288,1939.886,28.127,171.566,0
0,603,1,1,0,9.787585,10.206386,1915.877,1956.05,27.669,168.588,0
0,620,1,1,0,9.98842,9.639154,1225.881,1228.226,28.003,288.244,0
0,622,1,1,0,9.102163,12.126312,814.546,1314.426,31.727,292.326,0
0,628,1,1,0,6.484269,11.700371,1519.38,1414.104,23.511,107.27,0
0,631,1,1,0,9.262077,14.228081,1381.694,1541.236,32.078,217.776,0
0,633,1,1,0,9.199544,12.859081,1172.49,1563.219,31.2,444.931,0
0,635,1,1,0,7.3301435,8.515695,955.342,1645.657,30.455,192.657,0
0,637,1,1,0,8.989232,14.502526,1552.668,1673.91,31.2,139.54,0
0,638,1,1,0,5.8954816,12.141367,357.521,1682.939,32.355,238.835,0
0,639,1,1,0,5.9714413,14.012881,1992.591,1712.44,27.245,168.039,0
0,641,1,1,0,8.922404,12.284835,1506.641,1700.204,29.523,244.323,0
0,643,1,1,0,9.201763,14.167632,1789.913,1740.457,29.747,112.729,0
0,644,1,1,0,7.122293,13.208138,937.413,1749.381,32.18,123.184,0
0,646,1,1,0,6.542322,13.300254,1512.079,1797.402,34.7,270.766,0
0,648,1,1,0,7.543113,11.2483225,277.988,1830.199,24.375,146.484,0
0,650,1,1,0,6.627221,13.981083,149.692,1840.924,29.632,268.92,0
0,663,1,1,0,9.333891,12.85637,842.283,1264.818,30.855,178.873,0
0,672,1,1,0,10.461731,11.739387,636.523,1556.623,39.069,218.285,0
0,673,1,1,0,9.637265,11.249439,1024.544,1564.407,39.943,139.193,0
0,677,1,1,0,8.913418,9.969981,232.913,1714.171,27.998,139.195,0
0,678,1,1,0,7.494946,11.17223,441.458,1753.774,40.292,136.57,0
0,681,1,1,0,8.455396,13.150178,1259.559,1877.986,28.716,469.634,1
0,684,1,1,0,8.5037985,12.847698,1440.31,1910.0,23.407,107.01,0
0,699,1,1,0,9.765564,9.990536,1383.594,1144.218,33.405,242.983,0
0,701,1,1,0,5.404242,10.323416,986.956,1293.949,29.232,535.524,1
0,705,1,1,0,7.413061,10.340474,632.633,1420.232,39.03,138.206,0
0,714,1,1,0,10.183772,10.854857,1100.601,1600.467,34.976,177.138,0
0,715,1,1,0,8.0766945,11.097539,1573.102,1604.796,32.741,105.888,0
0,719,1,1,0,7.5913386,10.841924,548.904,1644.374,33.916,256.547,0
0,724,1,1,0,9.157765,12.814753,1642.854,1782.399,23.366,324.617,0
0,745,1,1,0,9.549113,12.028029,1348.05,1336.231,41.483,120.158,0
0,754,1,1,0,7.898978,12.602065,1448.568,1532.988,35.578,103.939,0
0,763,1,1,0,6.0616984,12.610831,1198.895,1761.952,41.976,133.368,0
0,765,1,1,0,6.673039,13.4511385,389.853,1798.678,34.409,180.921,0
0,769,1,1,0,8.584669,14.61761,593.237,1975.113,41.071,133.284,0
0,778,1,1,0,9.364508,11.780309,1443.055,1171.731,35.583,174.21,0
0,794,1,1,0,10.620577,11.33972,1494.536,1483.266,35.731,162.082,0
0,801,1,1,0,8.335628,9.768688,98.343,1673.302,37.139,186.79,0
0,802,1,1,0,7.2123404,12.786814,1368.307,1673.525,29.857,122.964,0
0,803,1,1,0,8.599577,13.185858,1946.095,1695.375,37.975,119.561,0
0,804,1,1,0,8.359449,14.793707,1182.165,1688.278,26.222,301.296,0
0,805,1,1,0,6.24666,12.935872,901.739,1718.085,41.155,111.421,0
0,809,1,1,0,8.781687,10.447605,1392.431,1884.768,36.986,154.12,0
0,812,1,1,0,6.171532,12.686269,1776.3,1925.408,36.267,135.936,0
0,825,1,1,0,8.289037,11.179733,1103.857,1372.56,34.522,122.81,0
0,828,1,1,0,8.613785,14.281816,1749.827,1474.537,42.302,100.271,0
0,829,1,1,0,8.36535,10.423402,807.098,1527.445,41.612,114.596,0
0,835,1,1,0,8.561912,11.636034,1242.548,1707.755,35.857,139.779,0
0,837,1,1,0,7.7369213,13.170407,1128.167,1748.903,38.707,143.336,0
0,847,1,1,0,7.1042914,9.446038,1320.93,1198.152,38.863,155.74,0
0,849,1,1,0,8.592884,12.420157,883.709,1281.89,34.957,145.555,0
0,854,1,1,0,8.922309,10.663959,1065.498,1414.5,38.477,133.61,0
0,858,1,1,0,7.820077,10.128249,1258.592,1475.763,40.054,121.569,0
0,864,1,1,0,7.8374715,14.170329,589.609,1611.913,40.024,134.329,0
0,868,1,1,0,8.531543,11.125584,565.47,1742.048,38.633,145.76,0
0,874,1,1,0,8.300116,12.695864,1326.509,1830.199,38.738,176.247,0
0,876,1,1,0,6.478068,11.27333,1301.57,1934.408,38.422,172.916,0
0,878,1,1,0,7.470598,14.087707,1843.948,1951.69,39.259,131.888,0
0,892,1,1,0,6.66174,11.638875,1339.272,1407.085,30.521,342.013,0
0,893,1,1,0,7.9061437,9.667078,514.397,1421.433,41.155,131.164,0
0,908,1,1,0,10.132691,12.034016,852.378,1707.614,40.085,111.625,0
0,915,1,1,0,9.467318,13.820793,1997.727,1912.269,39.203,136.49,0
0,917,1,1,0,8.300161,11.221049,1802.192,1989.796,38.171,161.758,0
0,942,1,1,0,8.289579,11.108596,1707.676,1511.0,42.544,104.44,0
0,944,1,1,0,8.481945,13.168063,972.556,1529.536,41.149,105.135,0
0,946,1,1,0,10.21689,11.572257,920.672,1538.283,41.435,135.742,0
0,958,1,1,0,8.418634,11.876339,830.267,1771.945,40.4,117.203,0
0,959,1,1,0,8.309925,10.310777,1018.345,1791.263,39.945,129.39,0
0,961,1,1,0,6.668834,11.137965,1142.017,1819.498,40.281,138.665,0
0,977,1,1,0,10.228101,11.084848,1180.853,1374.209,42.578,129.95,0
0,1012,1,1,0,10.218985,10.203235,1771.04,1216.017,42.697,117.248,0
0,1042,1,1,0,9.987729,11.612243,789.543,1871.144,42.14,125.823,0
1,34,1,1,0,5.995393,10.565012,1777.988,1438.872,10.075,112.516,0
1,44,1,1,0,9.805778,11.788443,1031.207,1419.556,12.206,170.357,0
1,47,1,1,0,7.108834,9.514619,1000.83,276.121,14.947,246.394,0
1,59,1,1,0,10.100894,10.403272,1237.255,1671.188,11.906,104.019,0
1,63,1,1,0,9.445086,11.806929,1595.454,1943.444,12.927,134.464,0
1,71,1,1,0,6.1561413,9.283243,1056.513,1295.777,12.073,132.872,0
1,86,1,1,0,9.481005,10.172202,819.966,1401.017,11.352,117.439,0
1,87,1,1,0,9.900559,11.065396,1764.218,1398.539,12.083,102.133,0
1,88,1,1,0,6.4466114,9.5489855,657.405,1687.404,10.978,158.642,0
1,89,1,1,0,9.401097,13.556238,1702.131,1776.934,9.741,128.698,0
1,90,1,1,0,9.22246,10.442211,867.061,1917.109,17.185,187.899,0
1,102,1,1,0,6.385346,8.893444,1193.097,1732.518,16.105,189.84,0
1,112,1,1,0,9.719647,13.049674,918.093,1510.019,10.941,137.074,0
1,113,1,1,0,9.1845045,14.031066,1887.395,1581.577,11.007,102.273,0
1,115,1,1,0,6.5448527,11.195616,1037.664,1646.755,10.409,119.948,0
1,118,1,1,0,9.914262,12.943408,970.497,1804.049,14.04,134.36,0
1,120,1,1,0,9.754472,12.9775305,1359.113,1922.143,15.863,171.42,0
1,121,1,1,0,7.9165483,12.074938,1718.695,1931.399,13.111,127.494,0
1,128,1,1,0,9.758216,12.144157,1709.845,1487.484,16.711,191.317,0
1,129,1,1,0,6.045812,10.808958,1293.816,1522.63,14.01,134.867,0
1,143,1,1,0,9.88295,10.878983,1808.589,1383.154,18.188,154.287,0
1,147,1,1,0,10.374042,11.598741,1834.572,1766.277,18.634,285.467,0
1,149,1,1,0,9.641992,11.323484,897.911,1867.871,17.899,278.725,0
1,150,1,1,0,9.695963,13.835545,1021.482,1884.968,10.856,130.862,0
1,151,1,1,0,9.377327,10.921468,318.015,1913.506,19.904,177.032,0
1,155,1,1,0,6.5584364,10.7370205,1695.273,1196.364,13.744,208.459,0
1,157,1,1,0,8.771151,10.889012,1222.756,1553.515,17.687,271.402,0
1,160,1,1,0,7.0115585,9.453513,816.813,1748.719,18.986,203.603,0
1,162,1,1,0,6.8751864,9.325518,1314.433,1914.012,17.401,167.543,0
1,173,1,1,0,9.879844,9.890849,975.042,1298.641,14.414,195.174,0
1,176,1,1,0,10.281944,11.108057,1921.997,1383.987,27.61,429.211,0
1,181,1,1,0,6.4812565,10.787617,632.983,1597.947,20.772,315.143,0
1,218,1,1,0,10.416485,11.827374,877.967,1707.377,17.253,122.24,0
1,219,1,1,0,9.315106,10.743413,567.027,1740.201,21.652,159.509,0
1,220,1,1,0,7.077139,11.068009,1632.769,1853.684,24.649,199.189,0
1,222,1,1,0,9.702201,13.633826,1239.659,1874.635,16.792,213.907,0
1,242,1,1,0,9.107269,10.720976,1988.011,1109.624,17.502,267.426,0
1,243,1,1,0,9.103018,9.820305,1878.332,1105.622,17.29,213.435,0
1,245,1,1,0,5.627226,10.7912,1361.028,1158.613,21.562,270.988,0
1,252,1,1,0,8.020665,11.81526,1435.366,1475.717,20.225,196.182,0
1,258,1,1,0,10.591715,10.856968,431.061,1576.925,19.198,158.875,0
1,259,1,1,0,6.275109,9.932214,1065.369,1598.574,18.893,173.179,0
1,262,1,1,0,9.569533,10.745561,915.971,1725.919,21.209,142.898,0
1,263,1,1,0,8.860879,11.240735,1452.763,1744.736,26.013,154.979,0
1,265,1,1,0,9.741511,11.008672,985.087,1757.468,28.648,180.533,0
1,266,1,1,0,6.3617554,11.851212,1558.061,1777.006,18.314,308.08,0
1,267,1,1,0,8.752396,13.915993,151.955,1800.137,21.877,326.285,0
1,268,1,1,0,9.315209,13.584182,1197.16,1802.497,27.202,281.308,0
1,269,1,1,0,10.163915,11.431787,1802.089,1821.654,17.142,263.384,0
1,270,1,1,0,9.421737,14.222871,749.842,1822.075,15.453,128.958,0
1,271,1,1,0,8.996351,11.66991,676.385,1812.986,19.588,303.181,0
1,276,1,1,0,8.44,9.804782,1912.974,1902.273,23.533,194.362,0
1,277,1,1,0,8.383365,12.57928,1273.795,1897.882,23.552,170.447,0
1,278,1,1,0,6.109697,12.396974,105.138,1908.489,22.104,250.547,0
1,281,1,1,0,10.221133,11.273825,1061.524,1943.036,23.654,230.751,0
1,284,1,1,0,5.8769035,12.836888,1959.831,1966.683,14.324,136.917,0
1,303,1,1,0,7.615193,9.134328,1508.518,962.84,29.734,348.02,0
1,304,1,1,0,5.892675,11.619079,1675.016,971.64,23.022,367.806,0
1,306,1,1,0,8.427146,10.768192,1759.899,1067.464,25.833,329.094,0
1,307,1,1,0,9.979346,11.510223,1812.315,1074.036,27.917,177.157,0
1,309,1,1,0,8.311811,10.163974,1483.416,1090.093,25.631,192.76,0
1,313,1,1,0,6.25785,10.634371,1531.398,1117.992,23.932,305.72,0
1,314,1,1,0,9.28896,10.156496,1250.138,1115.993,27.545,371.554,0
1,326,1,1,0,6.682888,12.686215,1347.204,1266.226,22.014,170.495,0
1,328,1,1,0,8.77101,9.8811035,1414.778,1276.491,28.563,368.069,0
1,329,1,1,0,9.682081,9.992929,1250.431,1257.362,32.558,123.568,0
1,333,1,1,0,10.517428,10.445267,1656.575,1307.151,24.865,283.173,0
1,336,1,1,0,10.18097,12.640672,1894.307,1324.064,14.098,199.29,0
1,337,1,1,0,7.9205656,10.6124115,1266.03,1335.622,25.528,946.67,1
1,338,1,1,0,9.54105,10.304121,1186.677,1350.864,18.622,335.271,0
1,340,1,1,0,6.283892,9.302366,874.806,1339.629,27.013,435.064,0
1,341,1,1,0,6.086903,11.520575,1286.751,1395.071,22.531,209.546,0
1,347,1,1,0,9.407369,13.673523,1903.84,1451.444,36.885,236.53,0
1,348,1,1,0,6.2554502,10.259764,1085.369,1450.032,22.32,353.627,0
1,351,1,1,0,9.429088,11.040942,1603.952,1481.169,24.784,454.675,0
1,354,1,1,0,8.496998,11.170063,1119.742,1477.493,34.948,141.376,0
1,356,1,1,0,8.943251,10.640645,723.402,1520.006,29.751,279.682,0
1,362,1,1,0,9.2057,10.027876,316.174,1582.347,19.576,406.362,0
1,365,1,1,0,7.6108017,11.237147,1259.75,1596.888,26.974,253.478,0
1,367,1,1,0,6.642873,9.728085,943.26,1625.92,26.183,403.277,0
1,368,1,1,0,6.4411573,10.984575,1501.773,1618.026,25.88,198.099,0
1,375,1,1,0,6.7788644,12.066499,450.613,1690.048,26.25,710.087,1
1,377,1,1,0,9.13768,12.205268,1911.302,1691.68,22.292,530.784,1
1,381,1,1,0,9.214271,13.76245,997.907,1731.07,13.121,227.462,0
1,383,1,1,0,9.058979,12.626754,741.989,1732.86,28.847,494.57,1
1,384,1,1,0,8.863699,10.520954,513.261,1738.462,25.762,228.544,0
1,385,1,1,0,7.212816,13.433375,1548.363,1737.002,26.193,344.289,0
1,387,1,1,0,8.96456,12.219258,1152.811,1761.233,19.552,337.703,0
1,388,1,1,0,10.02311,10.429839,244.349,1779.895,22.055,195.699,0
1,389,1,1,0,9.584517,11.887886,527.661,1780.032,23.359,213.763,0
1,391,1,1,0,9.7934,11.29661,545.007,1817.398,23.048,283.406,0
1,393,1,1,0,7.6660943,11.305886,930.128,1831.917,28.776,570.576,1
1,394,1,1,0,9.615335,13.91832,1150.387,1830.09,21.571,301.548,0
1,400,1,1,0,10.138861,12.109602,766.3,1866.418,27.555,434.25,0
1,401,1,1,0,7.7741346,10.860563,1977.686,1892.175,28.77,370.522,0
1,405,1,1,0,8.626569,12.611994,776.635,1930.526,28.449,215.978,0
1,407,1,1,0,8.105539,10.121257,394.571,1941.152,29.499,209.239,0
1,408,1,1,0,9.830591,10.35715,1134.301,1936.061,27.611,452.108,0
1,433,1,1,0,8.441958,10.881885,1853.941,896.748,23.487,367.944,0
1,435,1,1,0,6.519104,10.03996,1631.461,934.439,25.916,391.48,0
1,441,1,1,0,9.697713,10.772231,1551.702,1057.18,26.835,346.989,0
1,443,1,1,0,9.031793,10.511984,1644.972,1108.101,21.52,526.583,1
1,447,1,1,0,6.8637486,11.651753,1705.552,1159.635,29.642,173.054,0
1,458,1,1,0,8.701271,10.809056,1713.417,1258.818,30.581,415.008,0
1,460,1,1,0,9.3414,12.971954,1775.255,1288.671,26.718,590.123,1
1,461,1,1,0,9.184921,13.062624,1852.264,1306.158,31.67,314.66,0
1,463,1,1,0,5.6874228,10.064336,1706.48,1332.341,24.377,383.07,0
1,464,1,1,0,8.345751,11.715914,1824.05,1337.351,19.92,316.22,0
1,467,1,1,0,6.892814,10.90021,1770.27,1348.643,28.494,289.859,0
1,479,1,1,0,9.776912,10.331285,794.226,1495.398,23.181,432.616,0
1,480,1,1,0,8.421283,10.997718,771.97,1537.254,30.037,262.687,0
1,481,1,1,0,7.1353035,8.295811,1002.589,1520.041,29.228,289.435,0
1,484,1,1,0,9.723357,13.066781,1462.916,1530.336,27.93,316.663,0
1,485,1,1,0,7.0332203,13.940195,1636.602,1575.602,37.445,211.376,0
1,494,1,1,0,8.170823,13.955591,1919.991,1621.39,25.988,413.035,0
1,498,1,1,0,8.66821,10.945211,1882.311,1629.278,32.691,122.253,0
1,501,1,1,0,9.895854,12.058428,155.93,1655.594,36.242,243.349,0
1,503,1,1,0,8.72246,11.692867,1459.518,1668.059,25.059,455.988,0
