fov,cellID,rep,batch,leiden,umap_1,umap_2,x,y,z,nuc_volume(um3),doublet
0,591,2,2,0,10.1706505,12.248998,395.879,1921.871,31.98,166.723,0
0,594,2,2,0,8.298018,12.483635,1571.966,1949.546,29.977,275.497,0
0,609,2,2,0,8.081795,13.464247,271.491,1143.921,27.984,239.535,0
0,611,2,2,0,6.7346244,13.65532,286.303,1242.818,26.689,278.332,0
0,613,2,2,0,10.011909,10.787342,923.924,1304.492,38.952,103.424,0
0,619,2,2,0,6.9566197,11.5427685,500.83,1398.455,35.286,164.702,0
0,623,2,2,0,7.822142,11.763587,152.447,1485.284,32.774,257.053,0
0,624,2,2,0,7.072267,9.499242,1305.351,1585.784,32.907,178.812,0
0,625,2,2,0,6.7820086,11.319563,848.714,1621.233,30.27,258.136,0
0,626,2,2,0,6.475517,12.773843,840.897,1668.651,36.724,166.837,0
0,630,2,2,0,6.6463327,10.17429,832.338,1818.319,32.93,204.321,0
0,631,2,2,0,8.479143,11.44351,772.769,1825.057,31.973,165.758,0
0,632,2,2,0,8.720604,11.798295,645.51,1836.449,37.257,155.671,0
0,633,2,2,0,6.127901,11.816739,1564.326,1841.754,31.939,176.905,0
0,635,2,2,0,8.719784,11.6655245,1717.892,1885.307,38.201,109.031,0
0,638,2,2,0,6.6021414,9.581099,345.745,930.471,25.51,288.666,0
0,641,2,2,0,8.184118,10.170562,55.186,1032.991,38.195,146.545,0
0,650,2,2,0,6.291649,11.496937,965.15,1442.728,34.724,173.083,0
0,651,2,2,0,6.1920853,13.156823,274.213,1447.843,37.738,126.422,0
0,656,2,2,0,9.145028,14.566718,654.875,1602.418,39.964,123.831,0
0,659,2,2,0,6.679858,13.970401,747.814,1665.369,35.438,147.632,0
0,668,2,2,0,7.813167,13.628137,746.256,1859.636,39.486,113.999,0
0,678,2,2,0,6.4332724,11.676236,290.669,1194.516,37.654,129.565,0
0,685,2,2,0,7.611895,8.925289,911.31,1344.036,35.057,157.602,0
0,693,2,2,0,7.0653067,13.379033,86.864,1645.397,37.765,238.538,0
0,719,2,2,0,10.378798,11.757596,226.386,1942.909,39.637,133.228,0
0,734,2,2,0,8.061268,10.417372,406.687,1616.042,38.245,148.221,0
0,764,2,2,0,8.3999405,10.087675,95.29,888.475,41.344,129.324,0
1,60,2,2,0,9.384621,13.121311,1794.98,284.697,10.033,118.428,0
1,114,2,2,0,10.435745,12.154599,121.784,1988.996,10.621,135.427,0
1,130,2,2,0,8.239834,14.411958,126.196,1771.44,13.531,116.985,0
1,133,2,2,0,7.1155157,13.001446,1570.283,1824.441,13.399,122.255,0
1,144,2,2,0,10.588594,10.945121,89.728,1065.584,14.08,130.252,0
1,149,2,2,0,9.719487,10.739632,1783.076,1255.745,13.464,112.097,0
1,165,2,2,0,7.4043684,14.049615,1623.938,1818.924,13.295,128.496,0
1,176,2,2,0,9.683183,13.278083,407.438,1001.869,12.765,106.533,0
1,178,2,2,0,8.09951,10.671088,674.534,1170.582,12.554,120.791,0
1,186,2,2,0,9.528351,13.56418,1522.086,1815.236,14.889,126.109,0
1,193,2,2,0,6.9771123,9.979303,656.644,1222.17,11.28,124.579,0
1,199,2,2,0,8.953872,11.070348,207.98,1807.324,14.838,131.339,0
1,212,2,2,0,6.1635404,10.698767,638.253,1338.919,13.776,160.519,0
1,213,2,2,0,8.473675,11.597807,93.567,1508.025,13.191,192.829,0
1,222,2,2,0,9.421724,14.07513,1885.703,1783.918,16.075,106.302,0
1,223,2,2,0,7.75865,12.223041,122.944,1826.863,17.01,113.713,0
1,224,2,2,0,7.811004,11.920005,252.335,1868.568,23.264,276.77,0
1,225,2,2,0,9.907946,10.309237,371.727,1910.849,17.418,151.056,0
1,227,2,2,0,6.2308507,12.25448,461.271,1039.974,13.169,161.912,0
1,233,2,2,0,9.892619,12.049044,320.48,1656.845,16.04,124.173,0
1,235,2,2,0,8.46928,12.325308,1550.925,1775.581,15.94,136.872,0
1,236,2,2,0,8.343947,13.4556055,87.896,1794.503,17.369,124.298,0
1,237,2,2,0,7.57405,10.188161,1869.627,1827.895,18.992,167.508,0
1,263,2,2,0,5.646014,12.169026,949.094,1050.437,17.999,129.04,0
1,265,2,2,0,9.0204525,11.933343,1565.573,1216.83,18.501,126.186,0
1,266,2,2,0,5.891527,13.076639,1853.255,1251.519,19.047,160.432,0
1,276,2,2,0,9.48125,11.21118,458.0,1840.076,15.886,120.168,0
1,278,2,2,0,8.975945,11.699848,856.906,1917.656,18.2,160.23,0
1,279,2,2,0,7.5960917,12.80323,1919.068,1946.848,18.468,131.278,0
1,293,2,2,0,6.575563,11.15384,864.992,1302.056,18.364,248.895,0
1,295,2,2,0,7.4285727,12.909698,1179.936,1562.02,18.663,159.647,0
1,298,2,2,0,7.9710913,12.835469,145.937,1885.062,18.065,165.933,0
1,315,2,2,0,8.953291,12.0230465,649.216,1124.624,20.341,135.119,0
1,319,2,2,0,10.189878,10.374493,1128.0,1254.575,22.389,205.419,0
1,320,2,2,0,7.4564066,13.92793,1898.522,1288.336,20.54,172.388,0
1,321,2,2,0,7.410274,9.977468,1394.468,1325.219,24.442,199.916,0
1,324,2,2,0,8.124307,13.374582,1639.292,1466.551,21.426,172.28,0
1,325,2,2,0,9.13056,14.056618,844.005,1500.107,15.435,125.446,0
1,327,2,2,0,7.83928,11.217805,263.934,1529.655,17.686,180.183,0
1,329,2,2,0,6.9878793,12.452599,1735.142,1568.942,19.857,309.777,0
1,330,2,2,0,7.335188,12.026328,588.967,1660.475,20.794,159.249,0
1,331,2,2,0,9.218668,10.74548,1496.155,1765.542,18.533,135.737,0
1,335,2,2,0,9.4318695,10.079752,329.696,1865.393,21.993,193.262,0
1,337,2,2,0,8.464968,10.157975,400.669,1944.454,21.98,197.762,0
1,341,2,2,0,8.717187,11.8306465,57.959,1007.865,19.802,134.281,0
1,348,2,2,0,6.0277824,11.95873,984.331,1085.99,23.139,136.172,0
1,350,2,2,0,5.977521,11.643201,126.054,1126.039,18.42,248.296,0
1,353,2,2,0,6.1582837,11.28282,1659.576,1169.725,23.134,305.897,0
1,356,2,2,0,6.3889875,10.474139,703.186,1269.324,15.538,175.651,0
1,360,2,2,0,10.585333,11.374545,1155.521,1329.381,18.379,226.754,0
1,361,2,2,0,8.472211,11.676016,71.47,1396.016,27.849,256.441,0
1,363,2,2,0,9.865248,11.941698,1474.955,1481.95,23.275,208.515,0
1,364,2,2,0,8.347873,13.3751545,1434.66,1496.426,18.585,153.393,0
1,365,2,2,0,6.5944095,13.164294,416.731,1580.604,20.206,147.531,0
1,366,2,2,0,7.2807503,14.081709,1560.808,1572.288,24.14,221.174,0
1,367,2,2,0,7.1313195,13.559557,269.34,1580.437,18.526,172.598,0
1,369,2,2,0,8.464576,11.478504,717.344,1626.549,28.729,236.467,0
1,370,2,2,0,8.115827,14.050201,270.152,1655.573,21.201,408.332,0
1,372,2,2,0,8.650344,12.989244,820.351,1686.75,27.168,303.086,0
1,373,2,2,0,10.704929,11.45024,1397.196,1695.677,20.597,175.849,0
1,374,2,2,0,6.3193836,13.057945,301.161,1701.3,22.189,166.63,0
1,375,2,2,0,6.908913,12.634064,266.16,1743.934,16.839,124.345,0
1,377,2,2,0,8.784816,11.992067,721.876,1797.028,22.212,488.828,1
1,380,2,2,0,8.326828,13.763189,677.814,1875.84,24.753,212.124,0
1,381,2,2,0,8.788227,10.739396,1824.879,1877.977,23.546,306.17,0
1,382,2,2,0,8.430354,13.002307,992.463,1881.786,24.671,212.557,0
1,395,2,2,0,8.194188,9.841198,329.966,974.08,22.631,220.235,0
1,397,2,2,0,7.7284737,10.133599,339.896,1026.115,27.717,228.3,0
1,398,2,2,0,5.8322954,11.897711,630.7,1078.366,22.051,126.671,0
1,401,2,2,0,7.833253,11.165696,217.342,1118.617,24.492,531.726,1
1,402,2,2,0,8.028934,9.4371195,1544.507,1115.49,27.854,263.862,0
1,405,2,2,0,6.6838403,10.912709,916.753,1136.301,17.439,114.858,0
1,407,2,2,0,7.1296363,11.644308,1912.564,1132.641,25.207,177.908,0
1,409,2,2,0,6.9219546,11.223616,613.392,1153.948,27.728,214.769,0
1,411,2,2,0,6.0185585,12.82184,1134.242,1151.35,25.81,239.496,0
1,414,2,2,0,5.807948,10.426777,1255.769,1155.237,23.751,227.648,0
1,415,2,2,0,7.4996405,10.788445,1572.189,1163.535,22.243,224.136,0
1,416,2,2,0,8.709969,11.0716,470.669,1159.555,23.125,110.182,0
1,419,2,2,0,8.433673,10.769349,200.868,1164.874,27.208,220.821,0
1,420,2,2,0,6.134008,10.798736,897.299,1173.336,24.576,156.228,0
1,421,2,2,0,9.339292,9.349854,246.483,1190.808,28.239,278.863,0
1,424,2,2,0,7.413641,10.962572,715.124,1180.309,22.038,143.158,0
1,425,2,2,0,6.4156365,10.933563,805.541,1185.563,25.894,392.772,0
1,426,2,2,0,6.8184347,9.404916,965.906,1177.113,25.37,354.242,0
1,427,2,2,0,5.951569,10.896916,1214.408,1189.138,27.888,504.609,1
1,431,2,2,0,9.0083275,10.799889,571.867,1210.954,23.046,217.495,0
1,432,2,2,0,7.538253,10.237492,1097.077,1201.849,25.512,190.882,0
1,433,2,2,0,8.434778,11.692911,140.355,1228.635,23.922,290.671,0
1,434,2,2,0,8.174804,10.605278,195.546,1216.926,24.728,159.116,0
1,437,2,2,0,7.756405,13.606695,1904.633,1222.399,29.105,335.865,0
1,438,2,2,0,6.675531,12.411433,996.93,1245.69,24.922,349.821,0
1,439,2,2,0,6.3436847,12.687519,1971.607,1240.186,21.972,278.452,0
1,440,2,2,0,7.3527904,11.2108345,1643.065,1261.649,19.087,107.87,0
1,446,2,2,0,7.185916,11.80105,1048.52,1281.672,22.643,275.107,0
1,447,2,2,0,6.1526866,12.376094,316.117,1268.781,24.039,210.902,0
1,448,2,2,0,8.867769,9.924059,1086.038,1282.598,30.455,178.303,0
1,450,2,2,0,6.618431,13.231413,141.387,1298.007,31.238,256.091,0
1,453,2,2,0,7.8453383,13.347712,1788.906,1299.645,22.895,306.067,0
1,455,2,2,0,8.690228,11.53238,538.769,1303.182,22.024,174.314,0
1,457,2,2,0,6.5430536,11.839518,1223.746,1311.325,25.252,189.029,0
1,458,2,2,0,8.058354,13.314907,516.554,1342.207,24.396,312.387,0
1,460,2,2,0,8.313802,10.862957,163.746,1340.178,22.711,252.258,0
1,461,2,2,0,6.321536,12.280833,212.106,1340.754,19.611,151.711,0
1,462,2,2,0,6.0589466,11.434974,778.625,1335.43,20.129,191.148,0
1,463,2,2,0,7.6839185,13.966507,1199.428,1337.922,29.185,192.906,0
1,465,2,2,0,6.769261,10.910181,325.509,1363.333,27.001,282.244,0
1,467,2,2,0,7.368198,13.388065,727.064,1356.615,29.251,308.703,0
1,468,2,2,0,6.800762,12.911946,374.318,1368.192,24.349,232.539,0
1,469,2,2,0,7.785726,12.48931,1476.651,1364.792,30.107,224.606,0
1,470,2,2,0,7.642888,11.884396,1977.806,1368.586,20.743,297.545,0
1,471,2,2,0,6.2103057,12.566307,1283.046,1374.025,26.387,139.156,0
1,472,2,2,0,8.071754,13.488893,1175.922,1375.567,31.44,136.278,0
1,475,2,2,0,8.223956,13.779891,1135.414,1404.549,22.963,336.12,0
1,476,2,2,0,7.0067887,13.198121,1723.978,1384.921,30.259,386.197,0
1,479,2,2,0,9.3316765,11.817228,614.97,1401.964,14.395,174.144,0
1,480,2,2,0,6.881519,12.608289,1317.043,1401.928,25.604,244.917,0
1,481,2,2,0,9.015565,13.424818,1682.165,1401.606,19.282,160.132,0
1,485,2,2,0,8.090481,9.709119,1982.831,1419.986,23.564,201.688,0
1,486,2,2,0,8.279559,10.580044,1888.024,1430.392,20.57,382.526,0
1,491,2,2,0,10.254112,10.939101,1442.5,1449.327,21.107,169.084,0
1,494,2,2,0,8.651656,13.818335,475.206,1460.562,16.58,112.511,0
1,497,2,2,0,8.20816,13.990188,1349.818,1484.216,35.833,122.736,0
1,499,2,2,0,8.276756,9.656124,1906.127,1487.01,22.819,155.751,0
1,501,2,2,0,7.707127,13.823393,1727.576,1494.338,22.662,273.325,0
1,502,2,2,0,9.124704,13.885893,350.517,1500.069,26.657,221.694,0
1,504,2,2,0,9.489326,12.819588,1329.217,1512.105,17.909,113.511,0
1,505,2,2,0,7.2147665,14.218113,458.772,1506.177,27.292,156.599,0
1,507,2,2,0,6.8603716,14.121114,1201.291,1511.619,16.287,160.331,0
1,508,2,2,0,9.052692,10.007691,1769.165,1508.642,24.188,180.857,0
1,509,2,2,0,8.91149,13.928556,743.965,1525.078,22.775,143.694,0
1,511,2,2,0,8.166808,12.690049,1915.422,1528.894,20.651,143.267,0
1,516,2,2,0,7.912288,13.128311,520.923,1540.901,25.843,881.86,1
1,519,2,2,0,7.0317917,11.756793,694.929,1576.94,19.76,204.581,0
1,520,2,2,0,6.8975787,12.40383,751.55,1571.518,27.047,238.671,0
1,525,2,2,0,8.657316,11.33745,177.38,1595.87,26.128,361.327,0
1,530,2,2,0,7.0898156,12.4749975,1549.4,1621.377,21.636,333.433,0
1,535,2,2,0,7.502764,12.452315,871.883,1613.524,18.584,139.362,0
1,537,2,2,0,7.843642,11.688525,811.9,1641.733,23.764,194.739,0
1,538,2,2,0,6.234558,11.968397,1859.023,1644.947,25.116,259.804,0
1,539,2,2,0,8.607532,11.942007,639.605,1664.425,27.861,281.327,0
1,541,2,2,0,8.148442,12.700078,1066.826,1666.361,25.141,291.517,0
1,542,2,2,0,7.459035,10.7859125,684.86,1679.579,25.749,235.753,0
1,544,2,2,0,9.410017,10.939838,1369.472,1673.519,23.626,182.382,0
1,546,2,2,0,7.4404364,10.552252,437.442,1697.346,26.813,209.119,0
1,548,2,2,0,8.012532,12.131244,1647.126,1708.226,23.265,210.801,0
1,550,2,2,0,8.78161,11.830252,522.15,1708.384,23.682,519.173,1
1,552,2,2,0,6.497682,12.796743,1686.417,1719.75,26.63,201.239,0
1,556,2,2,0,8.718534,13.162315,1268.503,1737.488,26.409,246.333,0
1,557,2,2,0,9.214143,11.516065,1405.081,1744.479,31.044,199.245,0
1,558,2,2,0,7.846253,12.283505,990.954,1753.932,28.338,249.818,0
1,559,2,2,0,7.351087,8.848495,505.171,1763.829,26.86,271.842,0
1,561,2,2,0,6.619428,12.562818,1029.071,1780.708,26.011,285.785,0
1,564,2,2,0,6.8007264,11.761133,1955.324,1788.67,26.443,252.722,0
1,567,2,2,0,6.9941597,13.554286,1673.367,1829.371,26.947,286.141,0
1,570,2,2,0,8.103662,11.668877,549.532,1830.032,25.902,342.371,0
1,575,2,2,0,9.524368,13.974341,1396.137,1856.784,28.72,260.793,0
1,577,2,2,0,8.345446,13.680563,1518.129,1886.866,18.467,159.7,0
1,580,2,2,0,8.389817,12.852749,816.95,1901.599,20.242,267.082,0
1,585,2,2,0,7.2033224,13.753372,1962.46,1935.382,29.403,363.475,0
1,588,2,2,0,7.700424,12.540011,889.721,1970.875,29.261,360.828,0
1,589,2,2,0,8.544704,13.574026,664.688,1965.134,24.52,272.426,0
1,593,2,2,0,6.5336757,12.328238,216.502,1987.142,28.707,192.325,0
1,620,2,2,0,7.6725554,13.920771,208.911,995.75,29.597,216.914,0
1,621,2,2,0,9.382053,9.947202,292.173,998.235,23.346,342.891,0
1,626,2,2,0,7.0324626,9.486893,692.824,1016.108,26.324,443.332,0
1,628,2,2,0,6.6992216,9.782605,808.547,1069.971,27.5,272.609,0
1,631,2,2,0,8.1875105,8.977863,740.998,1082.541,32.979,234.382,0
1,633,2,2,0,9.714351,11.653108,557.662,1086.911,38.428,108.14,0
1,642,2,2,0,7.892591,10.302483,782.984,1129.922,23.813,145.049,0
1,643,2,2,0,7.675275,13.568477,1086.022,1145.934,29.191,228.261,0
1,644,2,2,0,6.0262938,12.426475,1943.542,1161.307,18.583,160.732,0
1,646,2,2,0,7.329488,10.363565,749.027,1151.77,25.543,225.394,0
1,648,2,2,0,7.6776805,10.964144,507.538,1184.334,24.396,438.019,0
1,651,2,2,0,6.6792445,10.87465,1052.0,1205.163,24.666,637.911,1
1,653,2,2,0,7.3925943,11.222668,1516.506,1228.87,27.725,394.793,0
1,654,2,2,0,7.4409723,11.353862,519.128,1228.606,32.137,226.473,0
1,655,2,2,0,6.876784,10.820113,1677.658,1224.146,26.873,532.755,1
1,656,2,2,0,7.4919715,12.370864,75.829,1233.519,27.946,314.472,0
1,658,2,2,0,8.865103,11.717153,285.277,1242.018,29.122,201.194,0
1,659,2,2,0,6.934898,11.554953,485.545,1245.322,18.784,139.357,0
1,660,2,2,0,7.4824953,8.789949,812.361,1242.909,24.835,244.354,0
1,661,2,2,0,9.818951,13.706405,1277.161,1244.979,33.778,177.197,0
1,662,2,2,0,7.2803593,13.117117,103.298,1272.358,30.967,281.266,0
1,663,2,2,0,6.887772,11.817601,953.059,1266.314,34.885,173.012,0
1,664,2,2,0,7.6243806,12.64909,448.554,1280.792,28.143,158.729,0
1,665,2,2,0,6.700397,12.030114,183.115,1275.122,23.873,274.948,0
1,666,2,2,0,6.197226,10.619282,765.286,1283.139,25.509,241.013,0
1,668,2,2,0,5.522263,11.793338,1843.277,1297.562,24.893,290.037,0
1,671,2,2,0,8.323749,9.849633,1583.591,1301.732,25.172,255.823,0
1,673,2,2,0,6.4833217,11.3564625,303.787,1313.485,39.598,113.325,0
1,675,2,2,0,8.71313,12.013732,564.731,1328.315,30.704,195.431,0
1,677,2,2,0,6.532772,12.861409,1878.383,1332.207,28.13,215.959,0
1,678,2,2,0,6.997894,12.947946,363.74,1328.369,36.742,115.511,0
1,679,2,2,0,8.163139,12.004677,688.537,1332.524,26.539,504.683,1
1,680,2,2,0,8.382267,14.696059,1824.199,1341.65,32.005,178.626,0
1,682,2,2,0,8.887897,12.56682,464.831,1368.573,30.23,269.967,0
1,686,2,2,0,9.655814,11.664617,969.579,1350.774,34.897,153.369,0
1,688,2,2,0,7.786506,10.449285,1660.277,1363.921,33.853,150.271,0
1,689,2,2,0,8.356564,13.520043,1231.915,1370.536,29.132,272.224,0
1,690,2,2,0,8.448501,9.9862585,1864.184,1379.205,24.42,172.112,0
1,691,2,2,0,6.5878444,10.985445,756.42,1378.429,17.351,147.632,0
1,692,2,2,0,6.964258,10.944953,1816.294,1382.789,24.403,308.12,0
1,693,2,2,0,6.286702,12.081837,1385.642,1389.659,28.541,338.822,0
1,695,2,2,0,8.67099,14.076264,833.563,1381.623,22.974,196.481,0
1,696,2,2,0,9.524992,11.99712,297.412,1397.032,22.82,222.415,0
1,698,2,2,0,7.324577,12.896281,1586.525,1397.579,24.465,325.55,0
1,699,2,2,0,6.8650055,11.110864,372.454,1406.098,29.939,177.332,0
1,700,2,2,0,7.419765,13.447868,955.233,1401.29,30.336,255.226,0
1,701,2,2,0,6.9813733,12.301363,714.408,1412.054,27.279,342.252,0
1,702,2,2,0,6.906752,13.924984,1641.976,1415.423,28.777,223.187,0
1,706,2,2,0,9.287143,13.612107,1363.31,1414.197,23.215,220.007,0
1,708,2,2,0,6.3848786,12.488824,797.068,1410.759,22.408,328.68,0
1,711,2,2,0,7.936211,12.148181,1035.92,1441.014,26.214,438.571,0
1,712,2,2,0,7.9717546,11.621805,1333.995,1448.511,24.288,236.963,0
1,714,2,2,0,7.122251,13.019001,207.955,1460.418,23.47,545.372,1
1,716,2,2,0,7.31184,13.920227,397.004,1465.423,31.993,125.157,0
1,718,2,2,0,7.418861,9.317351,663.058,1460.299,15.637,114.219,0
1,720,2,2,0,9.100017,12.0489235,1395.4,1463.989,30.742,235.477,0
1,723,2,2,0,9.756151,13.473325,264.344,1491.909,33.424,194.728,0
1,726,2,2,0,6.7354856,11.259946,1302.152,1488.892,25.501,180.056,0
1,727,2,2,0,10.0643,10.807829,669.883,1491.566,30.921,293.318,0
1,728,2,2,0,5.893901,12.146568,785.028,1508.501,23.61,218.198,0
1,729,2,2,0,7.1794615,13.607575,413.753,1507.351,26.161,691.853,1
1,730,2,2,0,6.1177664,10.552248,703.002,1522.135,22.485,241.739,0
1,731,2,2,0,7.2270474,11.554581,1686.098,1513.976,31.806,222.213,0
1,732,2,2,0,8.562651,13.24246,911.475,1515.819,27.537,211.371,0
1,733,2,2,0,8.911494,14.2473345,1045.311,1508.738,20.502,287.87,0
1,736,2,2,0,8.772662,13.817149,1065.644,1543.817,36.203,141.179,0
1,737,2,2,0,7.742901,13.901017,1618.973,1551.44,24.829,281.237,0
1,738,2,2,0,7.148975,8.548151,1237.018,1552.126,30.222,389.592,0
1,742,2,2,0,7.415941,13.382335,872.897,1567.334,24.543,389.698,0
1,745,2,2,0,8.441758,12.569161,1102.8,1582.537,27.728,197.211,0
1,750,2,2,0,6.9588766,13.787955,578.63,1618.483,34.626,130.093,0
1,751,2,2,0,9.551052,12.684431,879.802,1633.973,39.691,117.259,0
1,753,2,2,0,7.5589542,11.24754,749.977,1656.07,22.249,126.414,0
1,755,2,2,0,9.116534,11.21278,1886.856,1678.959,26.024,244.132,0
1,757,2,2,0,7.6948833,14.014137,866.79,1674.714,25.198,164.405,0
1,760,2,2,0,8.97756,14.202861,1455.238,1660.07,17.359,292.209,0
1,763,2,2,0,8.01141,11.18812,921.819,1689.705,24.994,157.923,0
1,764,2,2,0,9.552316,13.755796,1445.801,1710.523,27.571,242.766,0
1,765,2,2,0,7.0879006,13.76313,232.529,1709.439,29.679,442.79,0
1,766,2,2,0,7.456843,12.702118,1497.532,1710.053,29.555,401.625,0
1,767,2,2,0,7.9523263,10.639833,629.894,1708.206,25.533,253.653,0
1,769,2,2,0,9.731807,11.711355,80.41,1719.382,27.518,217.874,0
1,771,2,2,0,9.486382,11.862638,1314.614,1729.724,20.314,434.773,0
1,773,2,2,0,7.2465553,9.329097,1566.102,1733.452,23.745,254.966,0
1,780,2,2,0,8.0948105,13.889098,1448.195,1755.408,24.794,199.173,0
1,781,2,2,0,9.347188,11.703496,1077.16,1751.486,37.145,178.486,0
1,784,2,2,0,8.703984,13.348756,200.65,1766.266,24.276,164.885,0
1,785,2,2,0,8.572505,13.848706,1680.627,1775.541,23.453,257.724,0
1,786,2,2,0,7.647438,11.165105,1130.668,1780.761,29.121,247.959,0
1,787,2,2,0,8.879553,11.665354,342.137,1795.348,28.747,397.111,0
1,789,2,2,0,9.923837,11.029758,630.377,1787.179,28.856,258.724,0
1,793,2,2,0,7.814277,14.037059,1721.204,1796.029,26.759,400.301,0
1,795,2,2,0,8.468884,9.826623,1816.678,1819.522,32.864,184.398,0
1,797,2,2,0,8.338418,12.738825,601.749,1821.168,24.077,265.925,0
1,801,2,2,0,8.006272,11.545445,576.673,1877.262,22.553,339.13,0
1,803,2,2,0,8.155507,9.901421,877.733,1885.687,27.071,166.983,0
1,804,2,2,0,7.7921295,11.907996,1041.399,1917.092,38.295,111.779,0
1,806,2,2,0,8.102373,11.430732,921.831,1923.544,22.182,399.813,0
1,809,2,2,0,7.185609,10.817005,1886.855,1906.599,22.998,244.211,0
1,812,2,2,0,7.4890184,11.033078,986.651,1933.865,28.957,298.208,0
1,814,2,2,0,8.827168,12.359841,1590.738,1929.923,26.36,147.659,0
1,817,2,2,0,8.79504,12.910272,1640.107,1943.966,33.588,227.006,0
1,820,2,2,0,9.525711,9.991926,1026.801,1961.043,18.961,172.826,0
1,821,2,2,0,6.265294,13.12465,759.936,1961.837,28.96,245.885,0
1,822,2,2,0,7.423343,13.970589,1511.506,1963.757,33.34,103.231,0
1,823,2,2,0,8.419415,14.041669,246.841,1960.636,25.842,274.845,0
1,826,2,2,0,7.177381,13.240457,1817.959,1964.76,29.337,169.065,0
1,830,2,2,0,8.621299,12.87598,717.475,1976.088,29.216,286.493,0
1,859,2,2,0,6.6248894,12.339105,596.735,1099.361,27.563,390.96,0
1,860,2,2,0,6.908159,11.025166,816.957,1115.624,30.223,272.699,0
1,863,2,2,0,7.368968,11.919949,1731.985,1137.956,24.026,153.91,0
1,864,2,2,0,9.503752,11.236971,354.865,1156.722,29.72,512.789,1
1,865,2,2,0,5.8925605,12.59176,118.621,1181.763,32.206,158.382,0
1,866,2,2,0,10.387102,11.409764,1014.887,1170.734,34.353,126.584,0
1,868,2,2,0,7.7120376,10.154956,222.538,1240.876,28.075,183.83,0
1,870,2,2,0,6.5359287,11.454253,1213.087,1249.886,25.297,176.115,0
1,874,2,2,0,6.6932063,11.1374655,814.285,1291.053,28.905,272.797,0
1,878,2,2,0,10.349383,11.886576,1546.935,1330.956,37.877,137.936,0
1,880,2,2,0,8.593904,11.088744,1627.579,1334.617,27.985,456.813,0
1,884,2,2,0,7.030903,11.939478,1748.756,1348.976,27.652,439.881,0
1,885,2,2,0,10.063177,12.405896,1060.593,1379.085,24.569,274.5,0
1,886,2,2,0,9.006996,12.243341,1011.164,1381.827,33.035,274.495,0
1,889,2,2,0,8.633548,12.0765295,1281.439,1446.826,32.842,166.758,0
1,890,2,2,0,8.44965,10.260905,136.057,1450.215,27.715,229.223,0
1,891,2,2,0,8.592337,10.505052,1807.502,1484.033,27.861,171.078,0
1,893,2,2,0,6.6377964,11.09664,1958.621,1480.664,28.516,556.012,1
1,898,2,2,0,8.846855,14.771492,865.787,1526.909,32.527,147.081,0
1,899,2,2,0,8.925513,14.08794,312.859,1546.507,19.543,100.236,0
1,900,2,2,0,7.7564726,10.097097,669.85,1557.078,34.478,178.451,0
1,901,2,2,0,7.0229826,13.259325,460.638,1601.217,26.296,313.446,0
1,902,2,2,0,5.67438,12.462244,638.62,1592.508,37.412,138.742,0
1,904,2,2,0,6.422869,12.10703,616.443,1625.291,32.952,126.39,0
1,909,2,2,0,8.589082,11.746666,1436.143,1643.655,40.073,111.074,0
1,911,2,2,0,9.226003,12.216327,185.157,1671.801,24.68,192.636,0
1,913,2,2,0,10.119232,11.188083,1862.455,1708.356,29.259,196.134,0
1,914,2,2,0,7.8367386,11.821006,884.771,1715.651,26.863,302.821,0
1,915,2,2,0,10.345676,10.833854,948.093,1735.045,28.021,336.783,0
1,916,2,2,0,9.104488,13.858977,553.19,1736.2,30.03,192.126,0
1,919,2,2,0,7.7950087,13.249411,1633.973,1765.384,30.644,285.913,0
1,921,2,2,0,7.014667,8.2473,456.292,1791.812,26.823,193.956,0
1,923,2,2,0,8.995674,11.476829,862.591,1830.117,25.607,359.481,0
1,926,2,2,0,7.54618,13.364322,1547.143,1920.862,27.765,362.189,0
1,927,2,2,0,7.4936533,11.369123,572.852,1923.89,32.249,169.932,0
1,929,2,2,0,7.8920455,14.070815,1873.447,1971.779,29.435,293.904,0
1,930,2,2,0,10.352458,11.01813,614.21,1989.069,22.364,255.815,0
1,931,2,2,0,9.292376,11.594036,990.466,1980.416,35.149,153.884,0
1,946,2,2,0,6.2474737,11.632432,566.597,1152.09,33.636,176.29,0
1,948,2,2,0,9.259147,11.337859,1704.138,1155.941,35.841,151.52,0
1,950,2,2,0,7.7277884,12.397086,1904.937,1176.391,38.258,127.21,0
1,952,2,2,0,7.284225,10.005819,1440.505,1211.464,28.436,202.473,0
1,954,2,2,0,10.146379,12.166271,1410.113,1249.816,33.887,198.325,0
1,955,2,2,0,6.781743,13.73619,601.795,1361.454,31.261,211.66,0
1,957,2,2,0,8.938586,13.275657,1732.361,1434.288,29.443,182.138,0
1,958,2,2,0,9.39244,11.473678,268.764,1439.31,37.909,130.151,0
1,959,2,2,0,8.328074,8.99134,1529.265,1441.721,30.916,215.023,0
1,960,2,2,0,5.9354286,12.459961,756.482,1446.694,34.383,147.569,0
1,961,2,2,0,6.7539816,12.744438,1769.819,1458.143,28.915,173.558,0
1,963,2,2,0,9.068821,13.952103,1198.83,1468.276,33.45,152.584,0
1,970,2,2,0,5.739262,13.617444,1786.012,1595.167,31.361,274.784,0
1,971,2,2,0,9.194821,12.351897,314.294,1618.674,36.185,159.817,0
