0,1,2,3,4
0.0064212328767123,0.0,0.0190114068441064,0.0568181818181818,0.0
0.0004280821917808,0.0,0.0038022813688212,0.0,0.0
0.0012842465753424,0.0078125,0.0114068441064638,0.0113636363636363,0.0
0.0021404109589041,0.03125,0.0342205323193916,0.034090909090909,0.0019305019305019
0.0089897260273972,0.03125,0.0,1.2840909090909092,0.0193050193050193
0.0064212328767123,0.0078125,0.0076045627376425,0.0568181818181818,0.0019305019305019
0.0107020547945205,0.046875,0.0038022813688212,0.0,0.0135135135135135
0.0008561643835616,0.015625,0.0076045627376425,0.0,0.0
0.0008561643835616,0.0,0.0076045627376425,0.0113636363636363,0.0
0.0102739726027397,0.0234375,0.0494296577946768,0.1136363636363636,0.0019305019305019
0.0102739726027397,0.078125,0.0114068441064638,0.0113636363636363,0.0019305019305019
0.0385273972602739,0.0234375,0.0114068441064638,0.0113636363636363,0.0077220077220077
0.0261130136986301,0.0859375,0.1102661596958174,0.0909090909090909,0.0077220077220077
0.0256849315068493,0.4375,0.0950570342205323,0.0909090909090909,0.0154440154440154
0.0034246575342465,0.0078125,0.0076045627376425,0.0113636363636363,0.0019305019305019
0.0098458904109589,0.0234375,0.0038022813688212,0.0227272727272727,0.0
0.0004280821917808,0.03125,0.0076045627376425,0.0681818181818181,0.0038610038610038
,,,,
0.0008561643835616,0.0078125,0.0038022813688212,0.0,0.0019305019305019
0.0008561643835616,0.0234375,0.0190114068441064,0.0113636363636363,0.0
0.4169520547945205,0.953125,0.2053231939163498,0.3977272727272727,0.1602316602316602
0.0008561643835616,0.375,0.0836501901140684,0.1818181818181818,0.0135135135135135
0.0355308219178082,0.0078125,0.4904942965779467,0.4318181818181818,0.0057915057915057
0.0081335616438356,0.03125,0.4258555133079847,0.4659090909090909,0.1698841698841698
0.0136986301369863,0.1640625,0.2623574144486692,0.2613636363636363,0.0038610038610038
0.0770547945205479,0.015625,0.5475285171102662,0.1704545454545454,0.0135135135135135
0.0038527397260273,0.015625,0.2623574144486692,0.2045454545454545,0.0019305019305019
0.0,0.0,0.0,0.0,0.0019305019305019
0.0136986301369863,0.0234375,0.091254752851711,0.0568181818181818,0.0135135135135135
0.0,0.0,0.0038022813688212,0.0,0.0
0.0051369863013698,0.0078125,0.0,0.0,0.0019305019305019
0.0171232876712328,0.125,0.1292775665399239,0.0454545454545454,0.0115830115830115
0.0162671232876712,1.171875,0.1901140684410646,0.0568181818181818,0.081081081081081
