gene,mean_centered_RNAPIISer5-P_Granule,mean_centered_RNAPIISer5-P_Purkinje,mean_centered_RNAPIISer5-P_MLI1,mean_centered_RNAPIISer5-P_MLI2+PLI,mean_centered_RNAPIISer5-P_Bergmann,normalized_scRNA_count_Granule,normalized_scRNA_count_Purkinje,normalized_scRNA_count_MLI1,normalized_scRNA_count_MLI2+PLI,normalized_scRNA_count_Bergmann,log10_intron_counts_Granule,log10_intron_counts_Purkinje,log10_intron_counts_MLI1,log10_intron_counts_MLI2+PLI,log10_intron_counts_Bergmann,intron_counts_Granule,intron_counts_Purkinje,intron_counts_MLI1,intron_counts_MLI2+PLI,intron_counts_Bergmann
Vwa8,0.0,0.88671,1.2393699999999999,1.02127,0.5099400000000001,-0.467227,1.744045,1.5287,0.74518985,-0.133967,-2.2892915923927424,-1.505149978319906,-1.9428344937700983,-inf,-2.71432975974524,0.0051369863013698,0.03125,0.0114068441064638,0.0,0.0019305019305019
Grm7,0.0,1.149538,0.264278,0.145483,0.284748,-0.548356849078851,1.52041437581283,-0.398385171505299,-0.5253396611241485,-0.560293063942516,-2.5903215880567236,-0.17271151840430066,-1.7209857441537404,-inf,-inf,0.0025684931506849,0.671875,0.0190114068441064,0.0,0.0
Rbms1,0.0,1.142479,0.8907390000000001,0.693869,0.383869,-1.09737697672591,1.12734287788282,0.380686057154597,-0.380660538530217,-1.06578499112459,-2.8913515837207218,-2.1072099696478683,-1.9428344937700983,-inf,-inf,0.0012842465753424,0.0078125,0.0114068441064638,0.0,0.0
Ebf1,0.0,0.590415,0.01446499999999995,0.1946,0.213175,-0.05003644,1.642918,-0.4912133,-0.489093,-0.4893527,-inf,-1.3290587192642247,-inf,-inf,-inf,0.0,0.046875,0.0,0.0,0.0
Dach1,0.0,1.27481,0.9569599999999998,0.831567,0.71015,-0.7132949,1.022536,0.3452424,-0.61953195,-0.2008128,-3.368472838440384,-0.9030899869919435,-2.1189257528257817,-inf,-2.71432975974524,0.0004280821917808,0.125,0.0076045627376425,0.0,0.0019305019305019
Cdh12,0.0,0.7404949999999999,0.5571549999999998,0.2017649999999999,0.03294499999999989,-0.4263095,1.045611,0.6919491,-0.3037355,-0.444153,-3.067442842776403,-1.806179973983887,-2.4199557484897687,-inf,-2.4132997640812586,0.0008561643835616,0.015625,0.0038022813688212,0.0,0.0038610038610038
Cdk14,0.0,1.1221999999999999,0.5634649999999999,0.83984,0.48351,-1.004978163301,1.22161850180108,-0.368210440570977,-0.275930422302281,-0.690418880503606,-2.5903215880567236,-2.1072099696478683,-inf,-inf,-inf,0.0025684931506849,0.0078125,0.0,0.0,0.0
Syt1,0.4446829999999999,0.0,0.191843,0.10030800000000001,0.148393,2.13096034958949,-0.480089382063218,-0.424374302360281,-0.343844489416634,-0.475488999462656,-2.327080153282141,-1.806179973983887,-2.4199557484897687,-1.9444826721501711,-inf,0.004708904109589,0.015625,0.0038022813688212,0.0113636363636363,0.0
Negr1,0.547643,0.0,0.140348,0.0871879999999999,0.4475530000000001,2.10252148874211,-0.608321895697298,-0.259661181948484,-0.1431202583324044,1.35898613796046,-1.3077749980867504,-2.1072099696478683,-1.9428344937700983,-1.9444826721501711,-1.033088522369646,0.0492294520547945,0.0078125,0.0114068441064638,0.0113636363636363,0.0926640926640926
Syne1,0.3877450000000001,0.0,0.1035950000000001,0.29498,0.30745500000000003,1.38720749708181,-0.418140131551848,-0.229573903089421,-0.1235316689793015,0.701017409934456,-2.523374798426113,-2.1072099696478683,-inf,-1.9444826721501711,-2.4132997640812586,0.0029965753424657,0.0078125,0.0,0.0113636363636363,0.0038610038610038
Trhde,0.430436,0.115587,0.09417949999999989,0.252326,0.0,3.99369134470632,-0.311757966321178,-0.155589923759063,-0.143732318234134,-0.298560003959324,-2.0674428427763827,-inf,-inf,-inf,-2.71432975974524,0.0085616438356164,0.0,0.0,0.0,0.0019305019305019
Rims1,0.501765,0.021919999999999912,0.31908000000000003,0.04694000000000001,0.0,3.74208327883024,-0.451108493967138,0.131448548517283,-0.054019472808038,-0.408421125745274,-0.35774897304858877,-2.1072099696478683,-1.3407745024421331,-1.6434526764861879,-1.600386407438398,0.4387842465753425,0.0078125,0.0456273764258555,0.0227272727272727,0.025096525096525
Grik2,0.6765700000000001,0.0803780000000001,0.004959999999999992,0.25343,0.0,3.71600398972625,-0.448858573631524,-0.417457606607884,-0.082179061564712,-0.447915797578217,-2.669502834104345,-inf,-inf,-inf,-inf,0.0021404109589041,0.0,0.0,0.0,0.0
