gene,mean_centered_RNAPIISer5-P_Granule,mean_centered_RNAPIISer5-P_Purkinje,mean_centered_RNAPIISer5-P_MLI1,mean_centered_RNAPIISer5-P_MLI2+PLI,mean_centered_RNAPIISer5-P_Bergmann,normalized_scRNA_count_Granule,normalized_scRNA_count_Purkinje,normalized_scRNA_count_MLI1,normalized_scRNA_count_MLI2+PLI,normalized_scRNA_count_Bergmann,log10_intron_counts_Granule,log10_intron_counts_Purkinje,log10_intron_counts_MLI1,log10_intron_counts_MLI2+PLI,log10_intron_counts_Bergmann,intron_counts_Granule,intron_counts_Purkinje,intron_counts_MLI1,intron_counts_MLI2+PLI,intron_counts_Bergmann
Kcnd2,0.5594759999999999,0.064057,0.0,0.4113609999999999,0.1393934999999999,3.55606446856728,-0.34277947235591,-0.452289387224164,0.0258951639343154,-0.477744505042326,-1.4876592461595715,-1.806179973983887,-inf,-1.9444826721501711,-inf,0.0325342465753424,0.015625,0.0,0.0113636363636363,0.0
Cadps2,0.5535930000000001,0.0,0.051104,0.209953,0.2176029999999999,3.98448388851774,-0.306232230307819,-0.296947213755135,-0.2840515100469875,-0.283678092549721,-0.9228686351667643,-2.1072099696478683,-2.1189257528257817,-1.9444826721501711,-2.112269768417272,0.1194349315068493,0.0078125,0.0076045627376425,0.0113636363636363,0.0077220077220077
Gabrb2,0.512095,0.10663999999999996,0.33685999999999994,0.42045,0.0,2.979272,0.8458902,1.323614,0.90566095,-0.6218947,-1.8771111446060917,-1.2041199826559248,-2.4199557484897687,-inf,-inf,0.0132705479452054,0.0625,0.0038022813688212,0.0,0.0
Fgf14,1.2117939999999998,0.799154,0.593814,0.947194,0.0,3.040346,0.3417132,0.3300554,0.69795155,-0.6441156,-2.2892915923927424,-2.1072099696478683,-inf,-inf,-2.71432975974524,0.0051369863013698,0.0078125,0.0,0.0,0.0019305019305019
Gabrb1,0.0,0.3904119999999999,0.47052000000000005,0.59848,1.292485,-0.352116427746956,-0.377740946117221,-0.377340211027637,-0.361751158358903,2.67200764243518,-2.0260501576181595,-1.806179973983887,-2.4199557484897687,-inf,-0.5529617575102581,0.009417808219178,0.015625,0.0038022813688212,0.0,0.2799227799227799
Ank2,0.0,0.28484,0.40032999999999996,0.32402999999999993,0.7800499999999999,-0.0763776145871151,-0.148710260471624,-0.0615086180524766,-0.148150806802727,3.95781916315964,-2.138023917062092,-1.505149978319906,-2.1189257528257817,-1.9444826721501711,-1.1461280356782382,0.0072773972602739,0.03125,0.0076045627376425,0.0113636363636363,0.0714285714285714
Gria1,0.0,0.53937,0.40296999999999994,0.12243500000000007,1.03497,-0.2593227,0.02797558,-0.2596936,-0.24383585,3.998055,-2.5903215880567236,-1.3290587192642247,-2.4199557484897687,-inf,-0.6972964204464528,0.0025684931506849,0.046875,0.0038022813688212,0.0,0.2007722007722007
Mcc,0.0,0.209165,0.236975,0.11155999999999988,0.8541049999999999,0.118595,-0.6501029,-0.5457466,-0.63783195,2.935083,-2.2892915923927424,-inf,-2.1189257528257817,-1.9444826721501711,-2.237208505025577,0.0051369863013698,0.0,0.0076045627376425,0.0113636363636363,0.0057915057915057
Prex2,0.0,0.31726,0.532497,0.574007,1.32904,-0.475567142302893,-0.478166547063412,-0.474824261501474,-0.471763187644848,3.45321471547852,-2.5903215880567236,-inf,-2.4199557484897687,-inf,-2.237208505025577,0.0025684931506849,0.0,0.0038022813688212,0.0,0.0057915057915057
Slc4a4,0.4667250000000001,0.0,0.06483000000000011,0.09602500000000008,0.9377300000000002,0.197244462345327,-0.404211708484802,-0.399522133074923,-0.398113253649247,2.7879120973963,-3.368472838440384,-1.806179973983887,-inf,-inf,-1.0515719280636588,0.0004280821917808,0.015625,0.0,0.0,0.0888030888030888
Prkca,0.1689299999999998,0.0,0.4208299999999998,0.68313,0.63693,-1.061695,-0.4061551,0.3430772,0.623318585,0.7133333,-2.414230329001048,-1.806179973983887,-2.4199557484897687,-1.9444826721501711,-2.237208505025577,0.0038527397260273,0.015625,0.0038022813688212,0.0113636363636363,0.0057915057915057
Lsamp,0.36733500000000013,0.0,0.8363049999999999,1.255605,0.7940050000000001,-0.05197587,-0.6968919,0.3178841,1.1604305,1.166082,-1.988261596728757,-inf,-0.8401721518729478,-1.1663314217665255,-1.182850842702978,0.0102739726027397,0.0,0.1444866920152091,0.0681818181818181,0.0656370656370656
Shisa9,0.0,0.23723000000000016,0.11865500000000007,0.5378650000000001,0.44066000000000005,-0.5193184,-0.5214362,-0.5196021,0.5450956,1.220185,-2.523374798426113,-1.505149978319906,-2.4199557484897687,-1.6434526764861879,-1.392110465011314,0.0029965753424657,0.03125,0.0038022813688212,0.0227272727272727,0.0405405405405405
Grin2b,0.0,0.5105599999999999,0.50512,1.02667,0.84841,-0.583128707190802,-0.59714107219198,-0.0109476520467095,2.125544138416035,1.07919096305504,-2.254529486133532,-2.1072099696478683,-2.4199557484897687,-inf,-2.112269768417272,0.0055650684931506,0.0078125,0.0038022813688212,0.0,0.0077220077220077
Trpm3,0.33230499999999996,0.0,0.5804949999999999,0.323055,0.7941949999999999,-0.1856317,-0.519201,-0.3052759,-0.36674755,0.3396009,-3.067442842776403,-inf,-2.1189257528257817,-inf,-2.4132997640812586,0.0008561643835616,0.0,0.0076045627376425,0.0,0.0038610038610038
Sox6,0.0,0.4939650000000001,0.35729999999999995,0.20516999999999996,0.84916,-0.46519017675796,-0.450927376788208,-0.47923077063652,-0.475535634537014,0.824663591505451,-2.8913515837207218,-2.1072099696478683,-2.4199557484897687,-inf,-2.71432975974524,0.0012842465753424,0.0078125,0.0038022813688212,0.0,0.0019305019305019
Xylt1,0.0,0.6860900000000001,0.4012299999999999,0.21154499999999998,0.9569400000000001,-0.441238956302581,-0.309634599220904,-0.433530247238537,-0.414973609791385,0.507376377287462,-2.254529486133532,-1.0658172844896434,-2.4199557484897687,-1.9444826721501711,-1.033088522369646,0.0055650684931506,0.0859375,0.0038022813688212,0.0113636363636363,0.0926640926640926
Sema6d,0.0,0.206492,0.41536700000000004,0.404687,1.087837,-0.493592599098581,-0.591894205785422,-0.501982263006636,-0.4812374420147735,1.74950755658181,-2.5903215880567236,-inf,-2.4199557484897687,-inf,-2.71432975974524,0.0025684931506849,0.0,0.0038022813688212,0.0,0.0019305019305019
Slc39a11,0.0,0.07098000000000004,0.15601999999999994,0.19252000000000014,0.51652,-0.7392182,-0.6041242,-0.798645,-0.640233,0.57046,-2.523374798426113,-2.1072099696478683,-inf,-inf,-inf,0.0029965753424657,0.0078125,0.0,0.0,0.0
A330093E20Rik,0.0,0.46211499999999994,0.44728999999999997,0.567,0.98485,-0.3132483,-0.2716968,-0.2816037,-0.24167335,1.186789,-1.988261596728757,-2.1072099696478683,-2.1189257528257817,-inf,-2.4132997640812586,0.0102739726027397,0.0078125,0.0076045627376425,0.0,0.0038610038610038
Rgl1,0.09414,0.20560500000000004,0.26863499999999996,0.0,0.6220699999999999,-0.982790152812782,-0.957759649456341,-0.793486780881218,-0.702730725266686,1.47962268236247,-2.1643528557844403,-1.806179973983887,-inf,-1.6434526764861879,-1.2671717284030142,0.0068493150684931,0.015625,0.0,0.0227272727272727,0.054054054054054
Cep112,0.08640000000000003,0.023214999999999986,0.10788000000000009,0.0,0.59562,-1.150066,-0.6024252,-1.253567,-0.95548505,0.6365064,-3.067442842776403,-inf,-2.4199557484897687,-inf,-2.71432975974524,0.0008561643835616,0.0,0.0038022813688212,0.0,0.0019305019305019
Kcnn2,0.0,0.35680499999999993,0.56273,0.7018849999999999,1.0266250000000001,-0.4369034,-0.4487368,0.107284,0.04607505,2.038182,-3.067442842776403,-1.505149978319906,-2.1189257528257817,-1.9444826721501711,-1.1958158198673456,0.0008561643835616,0.03125,0.0076045627376425,0.0113636363636363,0.0637065637065637
Rnf220,0.0,0.006999999999999895,0.43005000000000004,0.5442,0.08419999999999983,-0.336913587429761,-0.359770073958071,-0.317564674134285,-0.323442661479064,-0.343599786724723,-2.5903215880567236,-2.1072099696478683,-2.4199557484897687,-inf,-inf,0.0025684931506849,0.0078125,0.0038022813688212,0.0,0.0
Fras1,0.0,0.7009299999999999,0.2267799999999999,0.10539499999999999,0.12869,-0.281598844843546,0.13323463665463,-0.282298754498378,-0.281258954526366,-0.249840668546108,-3.067442842776403,-1.806179973983887,-inf,-inf,-inf,0.0008561643835616,0.015625,0.0,0.0,0.0
Rptor,0.3042,0.0,0.33555,0.4238000000000002,0.06805000000000017,0.3969119,-0.7206242,0.09389786,-0.054510062,-0.3930576,-3.067442842776403,-inf,-2.4199557484897687,-inf,-2.71432975974524,0.0008561643835616,0.0,0.0038022813688212,0.0,0.0019305019305019
Oca2,0.06266999999999989,0.07563999999999999,0.04866999999999999,0.6671499999999999,0.0,-0.27571632221117,-0.278965432950035,-0.277241824965461,-0.2586317490129025,-0.277071692386932,-2.4653828514484277,-2.1072099696478683,-1.9428344937700983,-inf,-inf,0.0034246575342465,0.0078125,0.0114068441064638,0.0,0.0
Elmo1,0.0,1.067905,0.43185999999999997,0.5589250000000001,0.0866599999999999,-0.5234648,0.5876454,-0.2919891,-0.1845952,-0.694061,-1.906074840541407,-0.5051499783199059,-0.6956798788889689,-0.6434526764861875,-2.4132997640812586,0.0124143835616438,0.3125,0.2015209125475285,0.2272727272727272,0.0038610038610038
Pakap,0.0,0.63521,0.19766,0.49576,0.315755,-0.628001647035135,-0.145075791445563,-0.495319777388691,-0.184238738280037,-0.593175483724266,-2.254529486133532,-2.1072099696478683,-inf,-1.6434526764861879,-2.237208505025577,0.0055650684931506,0.0078125,0.0,0.0227272727272727,0.0057915057915057
Bank1,0.0,0.22025000000000008,0.08782000000000009,0.06063500000000002,0.0842200000000001,-0.281865640015301,-0.235778862823518,-0.284617614068994,-0.2814461437669395,-0.281176424306554,-2.327080153282141,-inf,-inf,-inf,-2.71432975974524,0.004708904109589,0.0,0.0,0.0,0.0019305019305019
Ano4,0.0,1.1306600000000002,0.33119,0.3809599999999999,0.69915,-0.693596064392583,-0.0908150431733906,-0.593338021106541,-0.1502731730866027,-0.136779919546464,-2.5903215880567236,-1.3290587192642247,-2.4199557484897687,-1.9444826721501711,-2.4132997640812586,0.0025684931506849,0.046875,0.0038022813688212,0.0113636363636363,0.0038610038610038
Pdzrn4,0.0,0.84699,0.4747500000000001,0.4605,0.90739,-0.4485655,0.01848546,-0.4500571,-0.3827061499999999,-0.1737207,-2.414230329001048,-1.630088714928206,-inf,-1.9444826721501711,-2.71432975974524,0.0038527397260273,0.0234375,0.0,0.0113636363636363,0.0019305019305019
Ptprd,0.366465,0.08592,0.0,0.3679599999999999,0.5336599999999999,0.488868567592717,-0.618648540271919,-0.604879830399704,-0.1493322957096304,0.121399026224333,-2.766412847112422,-inf,-2.4199557484897687,-inf,-2.71432975974524,0.0017123287671232,0.0,0.0038022813688212,0.0,0.0019305019305019
Ptpro,0.0,0.18209999999999998,0.04335,0.30462,0.39591,-0.556001690418588,-0.560990474237559,-0.554525471602765,-0.1314659206727068,-0.239882902961067,,,,,,,,,,
Agbl4,0.023558999999999997,0.48551999999999995,0.71935,0.48719,0.0,-0.552229823439427,-0.157963635325432,-0.138545538225428,-0.0672454794476565,-0.329917372758603,-1.745223548042462,-1.806179973983887,-1.8178957571617975,-1.9444826721501711,-2.4132997640812586,0.0179794520547945,0.015625,0.0152091254752851,0.0113636363636363,0.0038610038610038
Adam12,0.0,0.38443000000000005,0.4726299999999999,0.31167999999999996,0.18788000000000005,-0.338616888032516,-0.162849743037882,-0.0096983123655545,-0.2488956055151415,-0.33760414603965,-3.067442842776403,-inf,-2.4199557484897687,-inf,-inf,0.0008561643835616,0.0,0.0038022813688212,0.0,0.0
Ap3b1,0.0,0.6224719999999999,0.467732,0.5284519999999999,0.856862,-0.986615,-0.6901836,-0.7333452,-0.41290185,-0.09155795,-2.5903215880567236,-2.1072099696478683,-inf,-inf,-inf,0.0025684931506849,0.0078125,0.0,0.0,0.0
Tmtc1,0.0,1.3052350000000001,0.602395,0.5045499999999999,0.594425,-0.656446889279149,0.406191695855639,-0.54144418079924,-0.3879297902681055,-0.470565925536106,-3.368472838440384,-1.0280287236002434,-2.4199557484897687,-inf,-2.237208505025577,0.0004280821917808,0.09375,0.0038022813688212,0.0,0.0057915057915057
Cdh2,0.0,0.457805,0.9834,0.91702,0.289385,-0.1526703,0.1655245,0.7687202,0.49967295,-0.1080582,-3.067442842776403,-1.1529674602085436,-2.4199557484897687,-1.9444826721501711,-2.71432975974524,0.0008561643835616,0.0703125,0.0038022813688212,0.0113636363636363,0.0019305019305019
Dscaml1,0.11294999999999988,0.0,0.5876999999999999,0.5335999999999999,0.04384999999999972,-0.3309982,-0.7275294,0.921801,0.5244449499999999,-0.73009,-1.9213148070981432,-2.1072099696478683,-1.4199557484897583,-1.9444826721501711,-2.71432975974524,0.011986301369863,0.0078125,0.0380228136882129,0.0113636363636363,0.0019305019305019
Tmtc2,0.0,0.1351835000000001,0.9077035000000001,1.0819535,0.028493499999999998,-0.0398305402618401,-0.78170124293035,1.0563080305653,0.906594544118157,-0.0764103169981722,-2.113200333337061,-1.4082399653118496,-0.9285940546554855,-0.830539319843332,-1.8112397727532907,0.0077054794520547,0.0390625,0.11787072243346,0.1477272727272727,0.0154440154440154
Grm5,0.0,0.5504,0.429471,0.9070199999999999,0.3414595,-0.466667945303325,-0.308456178930324,-0.454800999989995,0.9617789867742764,-0.460560188936919,-2.5903215880567236,-inf,-2.1189257528257817,-1.6434526764861879,-inf,0.0025684931506849,0.0,0.0076045627376425,0.0227272727272727,0.0
Fmn1,0.0,0.29668499999999987,0.80696,0.4577799999999999,0.27520999999999995,-0.489110080653986,-1.03334768555213,1.46536255807206,0.55011369351186,-0.993494587665658,-2.8913515837207218,-inf,-inf,-inf,-inf,0.0012842465753424,0.0,0.0,0.0,0.0
Grm8,0.0,0.07996199999999999,1.00846,0.3773049999999999,0.10925299999999999,-0.462028527779195,-0.464655457420072,0.911368217291733,-0.4570597901148195,-0.465265170305816,-2.2892915923927424,-1.806179973983887,-1.516865761497815,-inf,-inf,0.0051369863013698,0.015625,0.0304182509505703,0.0,0.0
Itgbl1,0.8803850000000001,0.5249100000000002,0.332205,0.39691500000000013,0.0,0.06500481,0.1297155,-0.1457337,0.0852233535,-0.5443731,-1.988261596728757,-inf,-inf,-inf,-2.237208505025577,0.0102739726027397,0.0,0.0,0.0,0.0057915057915057
Myo3b,0.0,0.6768000000000001,1.0380200000000002,0.9003200000000002,0.5549800000000001,-0.346634257181092,-0.0337139992257711,0.531766172669203,0.4139719806413759,-0.313515145951782,-2.5903215880567236,-inf,-2.4199557484897687,-inf,-2.71432975974524,0.0025684931506849,0.0,0.0038022813688212,0.0,0.0019305019305019
Slc4a10,0.0121,1.10269,0.89189,0.6502,0.0,-0.108904147400148,0.271966155859057,0.40248492692607,0.3341566962782695,-0.516198896290335,-inf,-inf,-inf,-inf,-2.4132997640812586,0.0,0.0,0.0,0.0,0.0038610038610038
Pbx3,0.0,0.22428000000000003,0.5941799999999999,0.47113000000000005,0.16073000000000004,-0.993470078575152,-0.071061851437307,0.386348304910218,-0.0124465963741005,0.0533245713063527,-inf,-2.1072099696478683,-inf,-inf,-2.71432975974524,0.0,0.0078125,0.0,0.0,0.0019305019305019
Slc24a2,0.0,0.562911,1.162211,0.664436,0.2614709999999999,-0.512849094389867,-0.346646249760666,1.07034920777962,0.2800478183010568,-0.524364836816948,-2.766412847112422,-1.806179973983887,-2.1189257528257817,-inf,-inf,0.0017123287671232,0.015625,0.0076045627376425,0.0,0.0
Sgcd,0.0,0.15884349999999997,0.5628785000000001,0.45163849999999994,0.5495185,-0.4946389,-0.4939652,0.5760601,-0.24142955,0.2234911,-2.2223448027621244,-1.806179973983887,-2.4199557484897687,-1.9444826721501711,-2.71432975974524,0.0059931506849315,0.015625,0.0038022813688212,0.0113636363636363,0.0019305019305019
Rnf150,0.1318399999999999,0.10368,1.1566699999999999,0.91442,0.0,-0.110043413464037,-0.271303024544883,0.282905581852929,0.1587956599981015,-0.649173666234485,-1.9534994904695466,-1.4082399653118496,-1.516865761497815,-1.9444826721501711,-inf,0.0111301369863013,0.0390625,0.0304182509505703,0.0113636363636363,0.0
Tln2,0.0,0.1535000000000002,0.6540000000000001,0.3999999999999999,0.1757000000000002,-0.9678281,-0.4494326,0.2015968,0.29614019,-0.9026388,-2.8913515837207218,-1.630088714928206,-2.1189257528257817,-inf,-inf,0.0012842465753424,0.0234375,0.0076045627376425,0.0,0.0
Lrrtm4,0.0,0.482921,0.5781299999999999,0.51298,0.3053,-0.523701392635677,0.225154484791921,0.268652495967254,0.4605004713024515,-0.554952818751876,-3.067442842776403,-inf,-inf,-inf,-2.71432975974524,0.0008561643835616,0.0,0.0,0.0,0.0019305019305019
