baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Arnt2	1.87204931473075	-4.17796320107984	0.23256007901535	-17.9650919399803	3.65671723442497e-72	4.53711544096082e-70
Actr3b	1.31391793670238	-3.5913193282526	0.200675713164025	-17.896133376724	1.26398864151655e-71	1.55351358695072e-69
Pdlim5	2.55996311452409	-4.85012350477552	0.271294341237088	-17.877717178542	1.75892833418362e-71	2.14161853623777e-69
Gjc3	4.29425719126197	-7.35497530206116	0.412280139929395	-17.8397516390693	3.47235821270906e-71	4.18869285140497e-69
F3	3.49130669326611	-6.33720259391583	0.35546254332377	-17.8280460570036	4.28123891057331e-71	5.11706243366506e-69
Lhfp	7.94813937745851	4.47434831915645	0.252507772019669	17.7196459474044	2.95767963396968e-70	3.502968206487e-68
Cacnb4	8.69742559257011	4.23313326785071	0.238927827809883	17.7172048423721	3.08883654996999e-70	3.62534797955036e-68
Adra1a	1.50123099054764	-4.99961569684782	0.282610524220243	-17.6908333850707	4.93402705358226e-70	5.73933075482765e-68
Igsf11	2.81303229246902	-7.37506555399018	0.4177504792382	-17.6542360105467	9.44024261798326e-70	1.08838478608041e-67
Cntnap2	30.815759170952	5.96053387280074	0.339672394532491	17.5478901693042	6.17309348685325e-69	7.05465455673019e-67
Hif3a	1.15900915304479	-7.76748777458341	0.443222115987582	-17.5250455570702	9.22676270220845e-69	1.04527186508149e-66
Ccser1	22.7704875610589	4.95631453372514	0.283044381417056	17.5107328006705	1.18656696506986e-68	1.33263745008018e-66
Pcsk6	2.0599202777397	-6.64541720501956	0.379530988445261	-17.5095510178032	1.21145786113222e-68	1.34896350554108e-66
Slc24a3	13.8961567387132	-3.69726478825784	0.212707600640141	-17.3819119633288	1.13118429285691e-67	1.24890414977456e-65
Clmn	2.57702390811448	-5.66012706403602	0.326797109464864	-17.3200034520029	3.32337819418221e-67	3.63840093393326e-65
Grid1	8.48859018947379	-4.1060081189817	0.237538636683964	-17.2856431959933	6.03444569507355e-67	6.55139654295152e-65
Adcy2	5.1519595976288	-5.05705332597128	0.292670337090574	-17.2790087859373	6.77015102636486e-67	7.28938244392409e-65
Rims2	10.7366833269391	3.12271185814582	0.181112556913724	17.2418296740925	1.28892062858929e-66	1.3763981925624e-64
Tmcc3	9.60275806507971	-4.85309361972599	0.281564974952648	-17.2361410382884	1.42219187833824e-66	1.50636713747891e-64
Cdh4	3.88434661238583	-2.39925812440004	0.139452059148664	-17.2048956397431	2.44015999696826e-66	2.56374229358891e-64
Otud7a	11.6567149183953	5.50727893587856	0.321019887154046	17.1555693471284	5.71076369199142e-66	5.95198635034113e-64
Prkg1	23.7727363791321	-5.65431441919748	0.329864839250337	-17.1413068214474	7.29915761952431e-66	7.54709725929863e-64
Sh3gl2	7.45102148159994	3.71843006704973	0.21774372653014	17.0770939135876	2.19796794248312e-65	2.25473435863544e-63
S1pr1	2.42080050051866	-5.79277901206335	0.339334135243495	-17.0710176502186	2.43910997167241e-65	2.48255661804282e-63
Gm9925	1.25909471070979	-5.00864780327678	0.293502774327724	-17.0650782254077	2.70027394890289e-65	2.72706736482999e-63
Arhgap32	5.44580689013168	-5.48972530346241	0.323336556528632	-16.9783626151047	1.18753158949842e-64	1.19008934984503e-62
Pde10a	16.2648989113936	6.72799828632075	0.400730070717938	16.7893521798028	2.9201490438966e-63	2.9040993697622e-61
Sox5	8.77784393774537	-3.84856999854742	0.230019637715446	-16.7314844800705	7.7287720992101e-63	7.62806385670525e-61
Tcf7l1	1.61032313118275	-6.30883258834789	0.37713734632404	-16.7282096293038	8.16561567929209e-63	7.99861962930958e-61
Fam213a	2.23713238027268	-3.95497588161869	0.236862882222632	-16.6973222841278	1.37080085287308e-62	1.33274578442019e-60
Mob3b	3.29745377120577	-5.95024888056718	0.35654354151659	-16.6887019051229	1.58376985461204e-62	1.52839656784338e-60
Mboat2	1.72280700772881	-4.89746104827978	0.293545603110352	-16.6838167439309	1.71877831222115e-62	1.64648851850126e-60
Mast4	16.8179854398198	-5.10601399771841	0.30623287709694	-16.6736310161174	2.03827749229546e-62	1.93829774960768e-60
Sash1	4.39509931519936	-6.45890987527585	0.388638907662391	-16.6193084324092	5.05119325330725e-62	4.76861925391934e-60
Gnb4	1.85018979535705	-6.5127428758666	0.392792460175699	-16.5806209033478	9.62294241584221e-62	9.0192585463016e-60
Dfna5	6.36083183190007	-3.86580660050709	0.233648442478357	-16.5453985462162	1.72817264021262e-61	1.60818808262071e-59
Myo16	8.90578837664314	-3.53590600184564	0.213823817401171	-16.536539496962	2.0019737503684e-61	1.84976695175883e-59
Dennd2a	2.77680893489153	-2.66696033300034	0.162051511667245	-16.4574850648518	7.41164917040864e-61	6.79992714028759e-59
Frmpd1	1.10295909753186	-7.85830639894812	0.477973488855912	-16.4408834007885	9.74874685720844e-61	8.88158559830151e-59
Nebl	13.6712366943264	-3.23933675176849	0.197331355795919	-16.4157223706436	1.47613487660173e-60	1.33549202585884e-58
Emid1	2.80638860576909	-6.2767981752316	0.38263685606531	-16.4040606014185	1.78872118283143e-60	1.60713514275365e-58
Tmem47	1.09365937723744	-5.18679501918199	0.316486579830337	-16.3886728529296	2.30420505598402e-60	2.05610845680547e-58
Gpr158	13.1833874606439	3.48452390605476	0.212744215255205	16.3789360941014	2.70432092326456e-60	2.39672741416943e-58
Akap13	4.53296511538564	-3.38419466435371	0.206673152504706	-16.3746215865007	2.90307377000269e-60	2.5554895321348e-58
Pax3	1.38906902460348	-8.41695772818359	0.514566245818018	-16.3573841008614	3.85327857306943e-60	3.3691619630838e-58
Fmn2	6.08605086138108	-2.01974731668769	0.123538557948227	-16.3491249228775	4.41271498379056e-60	3.83259005392156e-58
Gab2	8.30460646357273	-4.17871848986756	0.255615923625386	-16.347645446344	4.52115289590899e-60	3.90076688264254e-58
Xylt1	7.11406392708322	-6.98682944288612	0.428274180850515	-16.3139170075835	7.85876056768724e-60	6.73578504446246e-58
Lrrc4c	52.2795654572474	5.7460260184893	0.353285411544813	16.264543710887	1.76174611806795e-59	1.50013257687511e-57
Smad3	2.99236928803384	-5.12797396573293	0.315298964376439	-16.2638465238045	1.78191239136627e-59	1.50745159965713e-57
Sncaip	3.16571552195783	-5.40694390197628	0.332578582829879	-16.2576430988704	1.97178286087453e-59	1.65731529751441e-57
Ppp3ca	17.325706700743	2.07232251261169	0.127833951829708	16.2110494352259	4.21312435586495e-59	3.51849898129542e-57
Gpm6b	13.1110980485427	-3.69868355446084	0.228201159415496	-16.2079963306694	4.42770244141455e-59	3.67414696858272e-57
