baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Pwwp2a	3.21815121241249	3.55424495447034	0.215965034170315	16.4575018735088	7.40959166877338e-61	1.10608737855523e-58
Plpp3	5.13610848770168	8.8222797264744	0.53616917182424	16.4542838157924	7.81406631683273e-61	1.15364814249063e-58
Acsbg1	1.43261496741262	5.92576491824036	0.36195021992964	16.3717676961	3.04247225050947e-60	4.44300159626029e-58
Sema6d	8.37783553643112	6.46417392050225	0.396666066506039	16.2962614307817	1.04916477658243e-59	1.51564825520268e-57
Mfn1	1.88676604745009	3.92621779931628	0.240964983971868	16.2937275557624	1.09355977837915e-59	1.56297613005573e-57
Dfna5	6.36083183190007	9.25203775052331	0.570698046464576	16.2117915206454	4.16255391346848e-59	5.88672756078411e-57
Nfib	14.0349294955126	6.72196343370015	0.415787432584465	16.1668268613064	8.64371277736163e-59	1.20966959545681e-56
Dab1	20.791502074051	-5.2274954976729	0.326487885309462	-16.0113000600865	1.06559784994901e-57	1.4759079499036e-55
Tsc22d3	4.98091812260476	5.54279621932179	0.346212849603756	16.00979347146	1.09171591269654e-57	1.49665339664061e-55
Myo16	8.90578837664314	3.89028915663306	0.243526659222722	15.9747978683316	1.91474071229309e-57	2.59843853228865e-55
Dlg2	30.3727537900556	-3.16421599651224	0.198226203427345	-15.9626524738038	2.32631019436356e-57	3.12539774612745e-55
Efr3b	6.1936955291217	4.58079896854272	0.287210137059743	15.9492941838256	2.88134923564373e-57	3.83276504761123e-55
Atp2b2	8.56268196204006	-2.34311612590765	0.147356208818938	-15.9010342671528	6.23271946182067e-57	8.20946921270202e-55
Spon1	5.99167488024877	4.94826695274106	0.311276723072604	15.8966815889632	6.68112915820699e-57	8.71465730490397e-55
Lpp	6.62745057019813	2.0707868660443	0.130327970109102	15.8890441116421	7.54696289486847e-57	9.74936985505364e-55
Pitpnm2	2.42977239244608	3.25042507281075	0.204790483603588	15.871953694404	9.91072384623418e-57	1.2681007130872e-54
Gm2163	10.8170840606523	3.31515729081162	0.209187620664652	15.8477699601839	1.45658685304012e-56	1.84615512930133e-54
Utrn	10.5508936872188	5.06859669826711	0.321757118960741	15.752865747426	6.5638148333588e-56	8.2415749800164e-54
Abi1	4.35632584897897	4.04665684311223	0.257130658502321	15.7377454197112	8.33612813005516e-56	1.03699890210455e-53
Cap2	3.06148290660301	2.0849007017233	0.132546807409823	15.7295429627133	9.48935456739851e-56	1.16962824415595e-53
Mertk	8.75518556532589	8.42231436285042	0.536885172358735	15.6873663056256	1.84555351927811e-55	2.25409195740922e-53
Hip1	8.65956193264364	5.9211452865582	0.377864817479294	15.6700095183714	2.42543064759982e-55	2.93564511265798e-53
Zfpm2	16.7415662354609	3.44329007661488	0.220063188543303	15.6468244389603	3.4921569276e-55	4.18902931449161e-53
Actr3b	1.31391793670238	3.80318751964113	0.244079497964091	15.5817573838203	9.68549256066194e-55	1.15154506683622e-52
X4930402H24Rik	17.1783028221111	2.42815417350863	0.155886591389484	15.5764145707816	1.05297593869183e-54	1.24094138037937e-52
Ust	8.86922417875343	8.36037142992714	0.539716082925888	15.4903136934594	4.03317786917004e-54	4.71180388454778e-52
Ndst3	4.69837258514227	6.43418668986626	0.416455324137519	15.4498845781153	7.55786706902309e-54	8.7534434545108e-52
Grin2b	6.97820168928022	6.95062186323437	0.450084994720481	15.4429095498972	8.42139866932112e-54	9.6702129164384e-52
Pitpnc1	15.4381152027875	6.48736156924454	0.420413074987281	15.4309224788996	1.01410289842309e-53	1.15461630850121e-51
Sesn1	6.3684282816336	2.82486345780325	0.183571242872954	15.3883768154159	1.95884760479286e-53	2.2115224849069e-51
Gabbr2	5.68829480960804	-4.3670826648664	0.284766511919218	-15.3356609084191	4.41753652747231e-53	4.94580027054921e-51
Fgf14	85.2904105570312	-3.87056326198308	0.252556103089483	-15.3255582210647	5.16092612671645e-53	5.73033409193682e-51
Strn	2.38429623561852	3.57415941063848	0.234064296678987	15.2699897479039	1.21192130227276e-52	1.33460349967496e-50
Prdx6	3.33120879200849	3.52073095106831	0.231967841714094	15.1776682709653	4.97142434423832e-52	5.43016959876763e-50
Paxbp1	3.90821709496493	-3.59468263583191	0.236905373369694	-15.1734955805429	5.29785496992712e-52	5.74005496136862e-50
Spred1	4.30201752204454	5.85371402054817	0.386536878991634	15.143998771395	8.30091683296686e-52	8.92182541207278e-50
Myo6	4.75518934965073	2.90065183666237	0.191656393824543	15.1346468478263	9.56930143991523e-52	1.02034575274017e-49
Pik3r1	8.50603923219931	6.42284516983163	0.424437323052184	15.1326116271871	9.86994041411267e-52	1.04411535010712e-49
Mt1	8.9644541000053	5.05577324462469	0.335184823639411	15.0835386570594	2.07825192177014e-51	2.18135270070171e-49
Garnl3	4.67751934404709	-6.53878735645677	0.43614997191138	-14.9920618538647	8.27440905864126e-51	8.61757253510429e-49
Zdhhc14	5.37369150765502	-4.7889202286919	0.319917700084034	-14.9692256084423	1.1667185630021e-50	1.20575876107179e-48
Tesk2	1.76517494819279	5.94513779332387	0.397199545736967	14.9676349258991	1.19495738444364e-50	1.22551545496186e-48
Magi1	8.51129559822195	4.43087052250162	0.296636548126929	14.9370350702897	1.89208311334037e-50	1.92576792634302e-48
Ctnna3	23.4220195664711	5.6242513314991	0.37689345271789	14.9226559679956	2.34740586646408e-50	2.3712329184921e-48
Farp1	9.37397718238055	2.86111331732813	0.191820929372918	14.9155429841853	2.61144243117936e-50	2.61826336290259e-48
Grid1	8.48859018947379	5.10889891876405	0.343436236442384	14.8758295620944	4.73084577244631e-50	4.70806762613453e-48
Nt5c2	5.04345340695017	2.45355163060437	0.165995435706701	14.7808379197822	1.94728443122724e-49	1.92365928923073e-47
C130071C03Rik	5.34657193946365	3.46404101010253	0.234806973328097	14.7527177792212	2.95520161705703e-49	2.89803895804097e-47
Shroom3	3.35572022927057	6.71871494544416	0.456443486877793	14.7197082193069	4.81734354020108e-49	4.68992829439142e-47
Pdgfd	5.49545776079935	8.22297355082429	0.558959092729531	14.7112260231237	5.46089847064611e-49	5.27821373763529e-47
Wasf3	3.63122931946992	2.00644184777398	0.136404806449611	14.7094658905233	5.60480386081511e-49	5.37860999071792e-47
Ttll5	3.59351249148491	-3.77910108825513	0.257405520235448	-14.6815075480836	8.46864737773495e-49	8.06923954041625e-47
Lrig1	2.1550861284343	8.61508511228016	0.587201768286056	14.6714222905462	9.8263510879309e-49	9.29697372298251e-47
Kif1b	12.5857961200468	2.6880904017183	0.183536115725006	14.6461114266246	1.42649385731932e-48	1.34020594217378e-46
Nckap1	6.19877065993133	2.84562937710173	0.194492875454725	14.631021164393	1.78093915817992e-48	1.66159149931578e-46
Bmpr1b	1.10011014003608	4.39593473332387	0.301021013188085	14.6034148472459	2.67123185951061e-48	2.47503448500173e-46
Glul	7.75932659450738	6.50801491765939	0.445958425906172	14.5933220219695	3.09740153079552e-48	2.85024586070122e-46
Mpp6	5.16043734732666	10.2609719496457	0.703575820088921	14.5840315381346	3.54922897535903e-48	3.24380212815976e-46
Fam213a	2.23713238027268	4.2428754484593	0.290989946346326	14.580831749457	3.71957159980496e-48	3.37651651644457e-46
Rgs7bp	10.7722408753911	2.17740582234577	0.149348923906736	14.5793204623657	3.80283135363691e-48	3.42892880779275e-46
Rorb	3.2552464357822	8.13808220585894	0.559726510135807	14.5393903245433	6.81973245028749e-48	6.10820703130749e-46
Adcy2	5.1519595976288	5.70673664674793	0.392743818586225	14.5304302109469	7.77307190137019e-48	6.91597490032507e-46
Agpat5	2.14068934658102	2.94311727131008	0.203093964383016	14.4914068729273	1.37301508150323e-47	1.21358273815762e-45
Dock4	19.9117178863103	7.81063258571393	0.539094036027042	14.488441837116	1.43358023866991e-47	1.25883336643989e-45
Cdk5rap2	1.94243242780628	4.47327017317576	0.308776231831549	14.4870936038112	1.4619922545696e-47	1.275445840269e-45
Iqsec1	4.95622009996938	5.29174746613904	0.365385072733831	14.4826591479118	1.5594542210745e-47	1.35169467484748e-45
Fam120c	2.34611243321005	2.83364260602649	0.196204433981976	14.4422964788186	2.80343343987934e-47	2.41436719646019e-45
Mt2	2.54108411449728	6.12121248778131	0.424783696580572	14.4101869658744	4.46500068883592e-47	3.82084613086055e-45
Alcam	7.23589687066059	5.26799035993297	0.366292475460579	14.3819234979068	6.72005667934546e-47	5.71417477765862e-45
Zeb2	15.0535602905219	10.8214108368743	0.752778991205981	14.3752827367538	7.39673690882749e-47	6.25001008616964e-45
Inpp5a	2.94406399125802	-4.55825025190572	0.3175182103071	-14.35587032157	9.78888938142221e-47	8.21960805246297e-45
Hnrnpa2b1	7.61210582531558	2.11559747609859	0.14756346191	14.3368652965659	1.28740446456107e-46	1.07430304232161e-44
Htra1	3.04275258079936	3.04044681181998	0.212175872060027	14.3298424194048	1.42443442717055e-46	1.1813133659899e-44
Ebf1	11.3545885269758	-6.59904782310146	0.462089044811599	-14.280900828956	2.87856250923888e-46	2.37260658353524e-44
Wipf2	2.54012302144099	3.10625177611073	0.217616030867825	14.2740025342958	3.17802406792645e-46	2.60346057027999e-44
Strn3	11.5183995291489	-2.08217108506232	0.145989702504351	-14.2624517301161	3.75043158163714e-46	3.05376050298758e-44
Rfx3	4.38545902334733	4.57588465560558	0.321452515390523	14.2350251950789	5.55429096465039e-46	4.49529512711313e-44
Gabra2	2.94294674090798	8.51692892080681	0.598932689314195	14.2201771129892	6.8678898965759e-46	5.52515573416151e-44
Cyfip1	2.53673951424057	3.87701316424826	0.272908305870831	14.2062849713459	8.37521789046974e-46	6.69768168800363e-44
Tead1	3.38613369972518	6.29487207614509	0.443665814194363	14.1883189435628	1.08221981994771e-45	8.60332738520562e-44
Ophn1	5.60705400682269	6.84559189802106	0.482694440052133	14.1820400858185	1.18355117073508e-45	9.3535352816622e-44
Arhgef33	1.74874863538922	-5.01475894943043	0.353731015635513	-14.1767578407591	1.27607295578458e-45	1.0025754480097e-43
Dgkz	4.86537329865309	-2.77147306240221	0.195636456156368	-14.1664448275787	1.47795580623855e-45	1.15443815446599e-43
Cdh20	10.1153319085044	9.15039154637081	0.646196476259589	14.160386016551	1.6110674877347e-45	1.25113824842287e-43
St3gal4	11.2132399362391	9.71257930736606	0.686225160015418	14.153633345574	1.77352122417605e-45	1.36729441482171e-43
Crlf3	3.37297940842521	3.00797240134572	0.212527423381366	14.1533377363171	1.78099384141272e-45	1.36729441482171e-43
Ptprd	19.688708683591	3.84887895837224	0.272168587044985	14.1415252956289	2.10668169441509e-45	1.6081402593447e-43
Mthfs	1.74218716801173	3.63324216665543	0.256981577473692	14.138142517346	2.21042074114444e-45	1.67779676029805e-43
Cep85l	2.63100154720847	3.50606585997034	0.248153793393615	14.1286007037141	2.53124026517785e-45	1.91051758217216e-43
Spag9	8.21024719574698	2.21616602226451	0.157018143969756	14.1140760311839	3.11066247246417e-45	2.33473465461207e-43
Ubn2	13.5209390677236	1.85144595043328	0.131201205311997	14.111501079815	3.22636503952615e-45	2.40812301700188e-43
Mical2	2.84248945436038	5.57253395150745	0.394935206451175	14.1099954131245	3.29599425849176e-45	2.44650181562634e-43
Setbp1	8.71810591808126	3.23445431228971	0.229272669547974	14.1074569361741	3.4167872357118e-45	2.52222728086748e-43
Lrrtm3	11.384535430718	7.47143225166062	0.530892652376162	14.0733389663995	5.53911112470785e-45	4.06655507980601e-43
Son	16.3886578596748	1.80542076466981	0.128339197750109	14.0675709083453	6.00984611087574e-45	4.38816752715302e-43
Ttc28	6.48045773934212	5.37039434686924	0.381780428078754	14.0667094274446	6.08348882966397e-45	4.41792823927218e-43
Fgfr1	2.62536559579572	4.23911485399647	0.30202643576492	14.0355755391424	9.44267124593845e-45	6.8205531284507e-43
Akt3	10.3056227275195	2.00169298880942	0.142732490338298	14.024087886823	1.11030453433162e-44	7.97697402071941e-43
Klf9	4.57991730957704	3.75973067869805	0.268558503787411	13.9996709308234	1.56594120229778e-44	1.11906489642929e-42
X2610035D17Rik	4.56923203210361	8.19192922496444	0.585603642312482	13.9888631713687	1.82302704062994e-44	1.29589250216208e-42
Pla2g7	5.12545523420496	10.3018550406486	0.736691143786939	13.9839539643333	1.95327607666378e-44	1.38117179420936e-42
Zhx2	2.20853504603831	5.13366235361231	0.368519426559367	13.9305067348608	4.13411928453517e-44	2.90795249150419e-42
Sept8	2.21018925971454	4.04044433788544	0.29024060585418	13.921016757784	4.72139398021182e-44	3.30374625646593e-42
Megf9	3.13495774274554	2.66733394471109	0.19195863937726	13.8953576320623	6.75850903610931e-44	4.70469268912583e-42
Wdr17	12.8235182523529	3.07470504546413	0.221880954848269	13.8574536402492	1.14670460026287e-43	7.94122489924311e-42
Sash1	4.39509931519936	4.4263109821848	0.320260243244469	13.820981765776	1.90454483409316e-43	1.31218255620726e-41
Slc24a3	13.8961567387132	6.82067195929263	0.493849554869207	13.8112343972833	2.18062611978623e-43	1.49473019996571e-41
Kcnj3	10.059198390541	2.56643682482022	0.185867455010698	13.8078870487171	2.28434053237301e-43	1.55787386052951e-41
Atp8a1	7.39202271780873	5.58554651110395	0.404685405405311	13.8021940907648	2.47212240543854e-43	1.67742245035691e-41
Grm1	14.8808886566778	-7.13633293342796	0.517509644692439	-13.7897583293721	2.93742308712875e-43	1.9831296068128e-41
Stk32a	6.57852224120462	10.2810546001845	0.74612620921556	13.7792433414093	3.39815128202888e-43	2.2827081237029e-41
Nos1ap	4.06195640969734	5.79767816257637	0.421399119648959	13.7581639169205	4.5493443205511e-43	3.04081795754249e-41
Abi3bp	1.3874946287633	7.74988052013625	0.5639251533563	13.7427466641831	5.62987377210793e-43	3.74442347169654e-41
Epc1	5.56182346886213	2.33935331574682	0.170294152358806	13.7371323873638	6.08381056217202e-43	4.02640368979217e-41
Ptn	15.3974297897636	6.60175841554748	0.480938028700606	13.7268380156671	7.01278780877448e-43	4.61847079465124e-41
Susd6	7.08969296153395	2.22753516287052	0.162593832010649	13.6999979354976	1.01527182894054e-42	6.65374488869081e-41
Hepacam	2.62244409597391	9.94619141492993	0.726573517965911	13.6891741427281	1.17840980593608e-42	7.68540570036465e-41
Timp4	1.79971533613999	6.22886511922607	0.455583575858407	13.6722776001959	1.48667945243497e-42	9.64905238814678e-41
Apoe	18.2900263509594	5.4368616088332	0.397700833335404	13.6707322517677	1.51859288440698e-42	9.80879586634986e-41
Gm6277	1.0915185717394	6.37876079971732	0.469307135156078	13.5918683563077	4.47509002884676e-42	2.87669064772996e-40
Arnt2	1.87204931473075	4.24547932576834	0.312597172521977	13.581310705777	5.16930266418338e-42	3.30712291872875e-40
Ldlrad4	15.3637344253289	2.73634904854464	0.201698726886311	13.566516213496	6.32579270182241e-42	4.02782108762958e-40
Tcte2	3.11878020105377	2.99761538564058	0.221072606075602	13.5594157903737	6.96889116297147e-42	4.41637041389253e-40
Akap13	4.53296511538564	3.9242533387389	0.290031042416017	13.5304597261351	1.03375127893379e-41	6.52039832510583e-40
Rtn3	11.6097289650945	6.42341718062623	0.475114010608159	13.5197384989848	1.19600174754354e-41	7.50854368142405e-40
Scg3	2.9288952308318	3.65106102990786	0.270422373573546	13.5013275035651	1.53583568716448e-41	9.5971871893278e-40
Rgma	1.82465112212459	6.39821727755904	0.474216655960416	13.492181679281	1.73878047011913e-41	1.08150535259493e-39
Tnik	14.9505639103713	1.70267130099916	0.126203297101983	13.4914961819362	1.7550245980694e-41	1.08657859332085e-39
Sema4d	1.88847676538399	3.90452069960403	0.289480470683157	13.4880280192635	1.83955171190721e-41	1.13368702979236e-39
Cpne2	1.10849695871451	5.67877627781014	0.422005283819147	13.4566473348798	2.81397300609006e-41	1.72628891948949e-39
Nckap5	7.00822472486697	6.74105292598648	0.502016611685024	13.4279479385355	4.14745626673713e-41	2.5327761338006e-39
Trps1	8.97018321104772	4.06935496163383	0.303751909291333	13.3969691618657	6.29831077472367e-41	3.828859966444e-39
Ndrg2	2.33834094048719	4.88582403887477	0.364874639514554	13.3904182690666	6.87922440702779e-41	4.16317026614497e-39
Cdh10	5.71734817170824	3.78347423653197	0.282563253624554	13.3898310838363	6.93382614107197e-41	4.17739704956511e-39
Phf21a	12.3173049185437	2.63383908139267	0.196869085891479	13.3786321476828	8.06173314533639e-41	4.83524039319618e-39
Ttll3	1.4407806207864	7.57701415915234	0.566369556300613	13.3782158219159	8.10701006284941e-41	4.84078578641697e-39
Ddah1	2.2836045485539	4.61224918611015	0.345007790039263	13.3685363614116	9.23399795222675e-41	5.48932577381267e-39
Syndig1	6.1293384867127	-1.88059666331483	0.140741688588635	-13.362044197235	1.00758575098564e-40	5.9633984865604e-39
Cttnbp2	7.9613144196392	-5.27965983889325	0.395515915659999	-13.3487923743424	1.20384689917839e-40	7.09372065371124e-39
Aff1	4.07437744774026	-3.14825701067804	0.23639186996367	-13.3179580632865	1.8201790423671e-40	1.06786486612236e-38
Cuedc1	3.36797604772521	5.64695085616064	0.424446508287005	13.304269786435	2.18618524007897e-40	1.27701733480265e-38
