paint name,start,ATRX,H4K8ac,HDAC2,H3K9ac,H3K9me3,H3K9me2,RNAPIISer2-P,H3,H3K36me2,UBTF,LaminB1,RNAPIISer5-P,RYBP,HP1beta,RING1B,H2A.X,H3K4me1,H4K20me2,H3K27me2,JARID2,SF3A66,CBP,H2AK119u1,EZH2,H3K4me2,BRG1,HP1alpha,Fibrillarin,KAP1,H3K27ac,H3K4me3,H3K36ac,H3K14ac,H4K20me1,HP1gamma,H4K20me3,H3K27me3,mH2A1,CHD4,KAT3B/p300,H3K56ac,H3K36me3,SUZ12,H4K16ac,HDAC1,SOX2,BRD4,CPSF6,rDNA,Telomere,MinSat,MajSat,Malat1_RNA,ITS1_RNA,Rnu2_RNA,polyA_RNA,n_rad_score,n_per_dist(um)
1,3000000,0.519715,0.714125,0.399815,0.284445,0.962555,0.736305,0.069023,-0.134655,0.0224779999999999,0.0771284999999999,0.2012899999999999,0.4512549999999999,0.2120199999999999,0.1186349999999999,-0.093502,0.5903349999999999,0.6115349999999999,0.6635300000000001,0.89365,0.29328,-0.11645,0.32605,0.6281,0.0550999999999999,0.491735,0.28797,0.7319599999999999,0.0196959999999999,0.506885,0.52943,0.3535399999999999,0.591835,0.834595,0.48688,0.2488399999999999,0.86409,0.3741299999999999,0.694555,0.507415,0.28142,0.6494800000000001,0.073545,-0.52275,0.8879049999999999,0.19036,-0.1658249999999999,-0.1393099999999999,0.14311,-0.1706349999999999,-0.139595,-0.12359,-0.159665,-0.0597945,-0.18397,-0.040115,-0.024737,0.7484683464681863,1.031719980751034
2,4500000,0.41238,0.21884,0.1030099999999999,0.055389,0.71623,0.67025,0.0037,-0.1421,0.0045299999999999,-0.060009,0.30479,0.15544,-0.008792,-0.0259839999999999,0.009948,0.5041399999999999,0.34357,0.6300399999999999,0.8302299999999999,0.13905,-0.1611,0.042989,0.38471,0.14362,0.13601,-0.023023,0.52461,-0.10779,0.25922,0.10205,0.13759,0.22194,0.6290600000000001,0.22153,0.093437,0.82521,0.26331,0.45693,0.13737,0.14171,0.53259,0.000761,-0.38473,0.71514,0.11742,-0.161,-0.087742,-0.095944,-0.16935,-0.14998,-0.13138,-0.1866799999999999,-0.21096,-0.1883,-0.24176,0.026108,0.7955623499672951,0.8283484572028108
3,6000000,0.315985,0.2496499999999999,0.109825,0.0928885,0.556805,0.518,0.016926,-0.0430849999999999,0.075214,-0.080414,0.43331,0.14016,0.018534,0.017754,0.172795,0.42895,0.33369,0.562265,0.6671199999999999,0.0709995,-0.149615,0.0284999999999999,0.320075,0.191775,0.15144,-0.0257299999999999,0.403265,-0.0995225,0.18042,0.131135,0.15078,0.1831499999999999,0.572945,0.12427,0.0778379999999999,0.57131,0.15765,0.37054,0.131735,0.098171,0.481255,-0.0428884999999999,-0.313615,0.58914,0.1684899999999999,-0.124335,-0.0632014999999999,-0.057628,-0.171995,-0.16529,-0.15481,-0.25569,-0.237215,-0.196365,-0.265835,0.06631,0.807520138321588,0.7631102955687306
4,7500000,0.29007,0.18064,0.046747,0.011963,0.5898899999999999,0.4539399999999999,-0.066579,-0.084445,0.068238,-0.093245,0.55193,0.051495,0.019382,0.008664,0.1388,0.42225,0.31593,0.4919,0.6956100000000001,0.030549,-0.14463,0.038613,0.32752,0.033808,0.055224,0.005245,0.40216,-0.13848,0.16748,0.04333,0.0844,0.14956,0.52728,0.14768,0.14394,0.61448,0.15563,0.33812,0.10877,0.088577,0.51256,0.073221,-0.31253,0.63395,0.1569,-0.10765,-0.13237,-0.0621279999999999,-0.16874,-0.1532099999999999,-0.15673,-0.2634599999999999,-0.27,-0.19143,-0.25412,0.031687,0.7957257289695864,0.8155461466138729
5,9000000,0.4100849999999999,0.47292,0.36897,0.2690099999999999,0.52212,0.47143,0.088211,0.0115439999999999,0.083449,0.0508665,0.4264749999999999,0.40044,0.276315,0.0569879999999999,0.1292,0.4955199999999999,0.50154,0.59755,0.6442950000000001,0.21353,-0.0675984999999999,0.32143,0.4473399999999999,0.17758,0.37242,0.23965,0.5223800000000001,0.009164,0.40891,0.362645,0.38675,0.4074049999999999,0.61258,0.4396249999999999,0.2038849999999999,0.45548,0.1383349999999999,0.40231,0.38278,0.3172899999999999,0.55995,0.14897,-0.3611599999999999,0.74697,0.23217,-0.1009849999999999,-0.13134,0.2056699999999999,-0.1770499999999999,-0.172055,-0.16455,-0.273745,-0.030072,-0.196665,-0.065166,0.134545,0.7859635029514047,0.8394522543530378
6,10500000,0.24799,0.13295,-0.031353,-0.04307,0.46861,0.41407,-0.10595,-0.065796,0.1668099999999999,-0.11185,0.58509,-0.0255,-0.0703309999999999,-0.000607,0.15489,0.43649,0.24815,0.46724,0.6141,0.034815,-0.20469,-0.059745,0.29979,0.070722,-0.005929,-0.12152,0.32331,-0.14669,0.085107,-0.0306509999999999,-0.017553,0.18259,0.54315,0.078955,0.0588309999999999,0.4583899999999999,0.13901,0.37653,0.0058509999999999,0.042142,0.43535,0.010319,-0.2203099999999999,0.48975,0.075019,-0.090285,-0.071819,-0.1386599999999999,-0.17345,-0.1690299999999999,-0.16773,-0.29299,-0.33508,-0.19562,-0.3496,0.061729,0.8107089241289087,0.7550046782888851
7,12000000,0.32032,0.28605,0.12886,0.0429714999999999,0.4438599999999999,0.44255,-0.0033404999999999,-0.07391,0.1807849999999999,-0.051427,0.533315,0.1334999999999999,-0.0042629999999999,0.084102,0.23255,0.52343,0.3552149999999999,0.591675,0.667915,0.1287,-0.141925,0.10381,0.4392349999999999,0.093443,0.1400999999999999,0.0118214999999999,0.47398,-0.13027,0.2194249999999999,0.13003,0.10474,0.2779749999999999,0.59693,0.2261699999999999,0.1407749999999999,0.417665,0.2514749999999999,0.4664449999999999,0.1563,0.16977,0.4755799999999999,0.0994575,-0.29746,0.5811599999999999,0.12491,-0.122955,-0.1186299999999999,-0.0324834999999999,-0.175425,-0.16712,-0.1633,-0.281605,-0.2442949999999999,-0.185285,-0.24506,0.0701885,0.7903450263333693,0.8453136361079117
8,13500000,0.292205,0.25495,0.072525,0.020199,0.507625,0.46096,-0.0478575,-0.0891275,0.140545,-0.053009,0.476275,0.06075,-0.0023275,-0.024072,0.22215,0.570415,0.3451449999999999,0.522075,0.732605,0.101025,-0.18151,0.0583929999999999,0.395105,0.070506,0.14188,-0.0080075,0.412665,-0.14516,0.17147,0.086425,0.0537234999999999,0.2678,0.61923,0.161,0.0533859999999999,0.477285,0.271495,0.51295,0.088928,0.16032,0.4434099999999999,-0.0092909999999999,-0.2574099999999999,0.6021449999999999,0.19246,-0.113635,-0.12102,-0.0680225,-0.1708049999999999,-0.16629,-0.166925,-0.28615,-0.228985,-0.183555,-0.2488,0.0583175,0.8145472095523745,0.7326300507063501
9,15000000,0.31338,0.27332,0.097134,-0.019537,0.3536,0.3826199999999999,0.008672,-0.12909,0.14393,-0.009632,0.57721,0.15008,0.005728,-0.0148569999999999,0.20919,0.4469,0.3295099999999999,0.47731,0.59187,0.072257,-0.17102,0.034375,0.37056,0.043566,0.15954,0.0125569999999999,0.42094,-0.070319,0.17382,0.11256,0.12841,0.26929,0.57811,0.2405199999999999,0.0588309999999999,0.36025,0.15384,0.40353,0.16034,0.17752,0.46351,0.011161,-0.23743,0.527,0.10071,-0.10934,-0.084636,-0.064439,-0.1755799999999999,-0.1773,-0.16687,-0.29169,-0.26046,-0.18599,-0.28307,0.094007,0.8078780684087318,0.7513265445167594
10,16500000,0.39887,0.39989,0.19646,0.13831,0.44093,0.36255,0.039103,-0.044774,0.11117,0.032685,0.54183,0.184,0.1205799999999999,0.008919,0.20565,0.5069600000000001,0.39937,0.47088,0.55624,0.1913099999999999,-0.13598,0.13092,0.4192,0.068019,0.25234,0.19479,0.44701,-0.0033829999999999,0.27475,0.25758,0.19207,0.38466,0.53794,0.27903,0.14547,0.43737,0.1033299999999999,0.43906,0.254,0.22363,0.5041899999999999,0.11637,-0.2839,0.61565,0.16119,-0.13085,-0.093323,0.067032,-0.17059,-0.1690299999999999,-0.17178,-0.29329,-0.18857,-0.18615,-0.20689,0.13024,0.8074152731145836,0.7872146458908249
