paint name,start,ATRX,H4K8ac,HDAC2,H3K9ac,H3K9me3,H3K9me2,RNAPIISer2-P,H3,H3K36me2,UBTF,LaminB1,RNAPIISer5-P,RYBP,HP1beta,RING1B,H2A.X,H3K4me1,H4K20me2,H3K27me2,JARID2,SF3A66,CBP,H2AK119u1,EZH2,H3K4me2,BRG1,HP1alpha,Fibrillarin,KAP1,H3K27ac,H3K4me3,H3K36ac,H3K14ac,H4K20me1,HP1gamma,H4K20me3,H3K27me3,mH2A1,CHD4,KAT3B/p300,H3K56ac,H3K36me3,SUZ12,H4K16ac,HDAC1,SOX2,BRD4,CPSF6,rDNA,Telomere,MinSat,MajSat,Malat1_RNA,ITS1_RNA,Rnu2_RNA,polyA_RNA,n_rad_score,n_per_dist(um)
1,3000000,0.57623,0.35152,0.2058199999999999,0.16877,0.93653,0.7207100000000001,0.014302,-2.1e-05,-0.019224,-0.059094,0.25136,0.26013,0.076891,0.025809,-0.022282,0.64604,0.55692,0.73695,0.89331,0.23081,-0.17397,0.11374,0.58478,0.088634,0.33535,0.11381,0.55238,-0.08698,0.3111,0.36286,0.21761,0.43041,0.76095,0.30989,0.12537,0.8497,0.4649899999999999,0.68665,0.29877,0.1782099999999999,0.60914,0.038207,-0.36056,0.76553,0.14211,-0.118,-0.087194,-0.000971,-0.17415,-0.13076,-0.12974,-0.16259,-0.21014,-0.16088,-0.27879,-0.095055,0.7442969737902769,1.0549214354683438
2,4500000,0.395265,0.22141,0.109835,0.0137525,0.76894,0.710485,-0.0154019999999999,-0.0156224999999999,0.0803664999999999,-0.168015,0.4665849999999999,0.064371,-0.09497,-0.1046199999999999,0.1882699999999999,0.51964,0.366635,0.715215,0.92395,0.0432489999999999,-0.19403,-0.029185,0.4504,0.170065,0.0998165,-0.0726574999999999,0.532505,-0.077215,0.177415,-0.034072,0.122125,0.15116,0.675445,0.149455,0.1430499999999999,0.6699,0.29977,0.448935,0.1064499999999999,0.043739,0.4357899999999999,-0.1501,-0.32777,0.69062,0.1078949999999999,-0.155975,-0.040865,-0.214955,-0.1780949999999999,-0.144085,-0.14339,-0.22691,-0.214865,-0.168345,-0.315835,-0.050476,0.7724469103813658,0.9328406063255106
3,6000000,0.28505,0.1945499999999999,0.001665,-0.0600285,0.364855,0.3984049999999999,-0.090906,0.003745,0.14323,-0.0225439999999999,0.5194099999999999,0.026333,0.0253609999999999,-0.0625314999999999,0.1257799999999999,0.30513,0.22573,0.395355,0.4326599999999999,0.096002,-0.1488349999999998,0.032184,0.357695,0.10651,0.1305449999999999,0.067142,0.3178999999999999,-0.0247464999999999,0.196875,0.060048,0.0635604999999999,0.15818,0.5303899999999999,0.14144,0.0544005,0.294295,0.0947409999999999,0.29945,0.11227,0.042564,0.391225,-0.124015,-0.131425,0.4359649999999999,0.11467,-0.0740445,-0.069633,0.073611,-0.1738499999999999,-0.1784849999999999,-0.162585,-0.277625,-0.34054,-0.163005,-0.2889899999999999,0.0217375,0.7640592099896256,0.9527731734205348
4,7500000,0.199995,0.0828114999999999,0.011876,-0.0110524999999999,0.60372,0.45428,-0.0480145,0.0105595,0.147815,-0.099697,0.5092700000000001,-0.015352,-0.056505,-0.044761,0.2386649999999999,0.3346199999999999,0.247765,0.4663049999999999,0.5783449999999999,0.0123419999999999,-0.175585,0.0021234999999999,0.34739,0.2725949999999999,0.003525,0.031001,0.2842949999999999,-0.0662784999999999,0.198125,-0.021415,0.047604,0.192125,0.59985,0.15687,0.0491459999999999,0.4283999999999999,0.289875,0.3681,0.090462,0.0890654999999999,0.4380199999999999,-0.0181405,-0.18422,0.482755,0.0376519999999999,-0.0456319999999999,-0.062014,-0.0624905,-0.1789349999999999,-0.163,-0.16209,-0.27801,-0.340365,-0.162355,-0.3253,-0.084725,0.7735750323342991,0.9071606971833468
5,9000000,0.35827,0.4143099999999999,0.363225,0.27051,0.5509850000000001,0.528435,0.0983674999999999,0.0073225,0.046111,0.0731624999999999,0.3849849999999999,0.43116,0.271425,0.0635304999999999,0.0958864999999999,0.5013099999999999,0.4531649999999999,0.58676,0.65787,0.2344599999999999,-0.1122499999999999,0.31005,0.4841399999999999,0.209965,0.3630099999999999,0.2239749999999999,0.515385,0.0967045,0.44906,0.2281,0.4316549999999999,0.39503,0.666465,0.43988,0.0655045,0.4844849999999999,0.22429,0.524505,0.3186,0.317445,0.64945,0.1631249999999999,-0.31801,0.75838,0.22974,-0.073838,-0.113395,0.2416149999999999,-0.18402,-0.163575,-0.164565,-0.2842149999999999,-0.0924705,-0.15405,-0.0345945,0.19324,0.7472641559539801,0.9896097965767342
6,10500000,0.267795,0.2410749999999999,0.013061,0.0121529999999999,0.56328,0.47795,-0.126215,0.0498,0.0653255,-0.0830549999999999,0.5742100000000001,0.0058765,-0.0414905,-0.126135,0.2755599999999999,0.4979549999999999,0.31174,0.5189699999999999,0.713895,-0.019525,-0.211795,0.0211165,0.5160600000000001,0.086723,0.034876,-0.100335,0.3542849999999999,-0.0900634999999999,0.1590349999999999,0.0628934999999999,0.0530639999999999,0.1860149999999999,0.63206,0.190915,0.11364,0.402655,0.3561549999999999,0.64967,0.0816185,0.102215,0.4466,0.177365,-0.1473149999999999,0.65515,0.1144349999999999,-0.1028599999999999,-0.1107249999999999,-0.11326,-0.1763799999999999,-0.1665949999999999,-0.1587799999999999,-0.288385,-0.33419,-0.16444,-0.287285,-0.041803,0.7923387288935415,0.923514798424049
7,12000000,0.43413,0.4726249999999999,0.421725,0.33118,0.58398,0.483665,0.036653,0.0227269999999999,0.10417,0.0524385,0.39815,0.30835,0.2003349999999999,0.092709,0.0843834999999999,0.703215,0.62912,0.6171,0.807775,0.355305,-0.132575,0.26456,0.7028000000000001,0.2074149999999999,0.41484,0.178025,0.6381600000000001,-0.0030055,0.5047649999999999,0.266055,0.33688,0.3429149999999999,0.814225,0.39157,0.2209,0.48748,0.4619899999999999,0.7461949999999999,0.373625,0.355195,0.66544,0.064153,-0.28065,0.76878,0.0622289999999999,-0.072305,-0.041868,0.153905,-0.179745,-0.15798,-0.1556649999999999,-0.273655,-0.0573935,-0.172315,-0.019759,0.18242,0.7746701183619402,0.9262891451984
8,13500000,0.1466,0.1017899999999999,0.032813,0.026829,0.48994,0.38871,-0.060291,-0.10522,0.009235,-0.0178009999999999,0.4836399999999999,0.04768,-0.062162,-0.10605,0.2399,0.48278,0.25143,0.47744,0.72175,0.10264,-0.20169,0.024664,0.40393,0.094481,0.0955169999999999,-0.025466,0.3058099999999999,-0.095449,0.19328,0.0542529999999999,0.072498,0.13226,0.6338,0.21486,0.037797,0.35272,0.27643,0.58106,0.038726,0.070664,0.34039,-0.017655,-0.14259,0.4334199999999999,0.12362,-0.13662,-0.026695,-0.081846,-0.18007,-0.1748,-0.1722,-0.2984,-0.30465,-0.18602,-0.33608,0.020267,0.8099805119110689,0.784675356642234
9,15000000,0.259505,0.16948,0.02962,0.0685479999999999,0.3495549999999999,0.3869599999999999,0.0151185,-0.0853425,-0.0113104999999999,0.0260099999999999,0.4157349999999999,0.094829,-0.0103525,0.006274,0.0619424999999999,0.4229399999999998,0.26595,0.430805,0.5765100000000001,0.001773,-0.18427,0.0487164999999999,0.39962,0.1714349999999999,0.084106,-0.0002629999999999,0.3727749999999999,-0.0875044999999999,0.188575,0.0578954999999999,-0.0161445,0.2114799999999999,0.556465,0.178805,0.10492,0.248355,0.088377,0.296925,0.118785,0.067367,0.290455,0.1497899999999999,-0.121525,0.44836,0.136435,-0.076333,-0.0326825,-0.10384,-0.1813849999999999,-0.17448,-0.1771,-0.29739,-0.37802,-0.15924,-0.35301,0.10862,0.8080980898034857,0.7742536203298487
10,16500000,0.1954199999999999,0.18538,0.0984844999999999,0.0667745,0.367965,0.44135,-0.0917175,-0.0712965,0.085452,0.0368725,0.4087699999999999,0.079992,0.029435,0.086489,0.0616814999999999,0.41211,0.2687099999999999,0.435345,0.6027849999999999,0.0768024999999999,-0.19225,0.054295,0.3727049999999999,0.1123249999999999,0.165795,0.0751989999999999,0.29994,-0.139745,0.152995,0.1756549999999999,0.19584,0.2262,0.568645,0.1978549999999999,0.004553,0.284195,0.0460649999999999,0.3443049999999999,0.094206,0.146575,0.4129199999999999,0.0280549999999999,-0.243475,0.4558699999999999,0.0519889999999999,-0.09035,-0.1753,-0.0619425,-0.1875399999999999,-0.18595,-0.17843,-0.303485,-0.26209,-0.19208,-0.321385,0.123585,0.8037323661746512,0.8116701108224611
