paint name,start,ATRX,H4K8ac,HDAC2,H3K9ac,H3K9me3,H3K9me2,RNAPIISer2-P,H3,H3K36me2,UBTF,LaminB1,RNAPIISer5-P,RYBP,HP1beta,RING1B,H2A.X,H3K4me1,H4K20me2,H3K27me2,JARID2,SF3A66,CBP,H2AK119u1,EZH2,H3K4me2,BRG1,HP1alpha,Fibrillarin,KAP1,H3K27ac,H3K4me3,H3K36ac,H3K14ac,H4K20me1,HP1gamma,H4K20me3,H3K27me3,mH2A1,CHD4,KAT3B/p300,H3K56ac,H3K36me3,SUZ12,H4K16ac,HDAC1,SOX2,BRD4,CPSF6,rDNA,Telomere,MinSat,MajSat,Malat1_RNA,ITS1_RNA,Rnu2_RNA,polyA_RNA,n_rad_score,n_per_dist(um)
1,3000000,0.3232299999999999,0.352165,0.4108699999999999,0.203085,0.46704,0.55433,-0.0595175,0.0975045,-0.12668,0.34783,0.0598605,0.19046,0.0882465,0.17854,-0.0143824999999999,0.27507,0.2800199999999999,0.5747,0.908225,0.050689,-0.28218,0.1964449999999999,0.523245,-0.1063,0.21425,0.14457,0.61548,-0.068032,0.505115,0.0019255,0.058382,0.354835,0.4957549999999999,0.2336299999999999,0.44928,0.611925,0.30374,0.6831799999999999,0.4337399999999999,0.0863755,0.272095,0.047256,-0.20074,0.65714,0.060134,0.0028175,-0.059247,0.025692,-0.14572,-0.068548,0.0063875,-0.0552045,-0.0212415,-0.19477,-0.070876,-0.073152,0.7332626476439137,1.336384426311612
2,4500000,-0.011244,0.204115,0.1710799999999999,0.171565,0.13807,0.2553999999999999,0.066647,0.027974,0.0938965,0.0321899999999999,0.5389999999999999,0.001831,-0.0133,-0.0155575,0.33585,0.28886,0.2498949999999999,0.3501149999999999,0.45637,0.0490995,-0.3034099999999999,0.118265,0.3352349999999999,0.16169,0.060699,0.0900515,0.29727,-0.189235,0.18028,-0.0339345,0.114655,0.254175,0.319975,0.1214749999999999,0.16079,0.2241099999999999,0.19886,0.336785,0.1669849999999998,0.071875,0.3330349999999999,0.10882,0.0682114999999999,0.439465,0.0239929999999999,0.1107099999999999,-0.006108,-0.0423999999999999,-0.155565,-0.1060549999999999,-0.0894395,-0.1901999999999999,-0.30909,-0.209575,-0.40463,0.072884,0.8059269642752205,1.0019203409484725
3,6000000,-0.1149,0.051937,-0.0209789999999999,-0.019958,0.076915,0.31597,-0.006589,0.015731,0.087741,-0.068263,0.56502,-0.15378,-0.10494,-0.16043,0.26347,0.28467,0.29449,0.24688,0.3313,-0.1223099999999999,-0.36146,-0.0249199999999999,0.2524099999999999,0.14712,0.0024,-0.14199,0.024199,-0.2389099999999999,0.005193,-0.13701,0.0598429999999999,0.33161,0.3623699999999999,-0.084575,0.00238,0.098048,0.16706,0.1935599999999999,0.006718,0.0035479999999999,0.36514,-0.071882,0.16691,0.26515,0.011762,0.076553,0.065819,-0.19314,-0.1669,-0.11472,-0.1195,-0.2171699999999999,-0.52397,-0.21411,-0.59851,-0.071568,0.8396638122823014,0.8169237395789022
4,7500000,-0.0667984999999999,0.001671,-0.0721445,-0.11954,0.15181,0.342205,-0.032018,0.0045039999999999,0.14207,-0.0267129999999999,0.5177700000000001,-0.24552,-0.1108799999999999,0.0415385,0.39431,0.284305,0.167605,0.226015,0.4605699999999999,-0.069495,-0.34173,-0.0757474999999999,0.233995,0.1628849999999999,-0.0876369999999999,-0.0496805,0.0384884999999999,-0.17344,-0.007372,-0.1437199999999999,-0.1422999999999999,0.145315,0.365315,0.0608795,0.0445209999999998,0.180725,0.238835,0.16753,0.0147605,0.086033,0.41342,0.0710875,0.21669,0.354095,0.081955,0.134045,0.077822,-0.216385,-0.1645,-0.1085699999999999,-0.11924,-0.21309,-0.46965,-0.21287,-0.54021,0.0435679999999999,0.8394894464020057,0.8428386757957149
5,9000000,-0.0309649999999999,0.088404,0.059146,0.0111465,0.1142799999999999,0.27277,0.023702,0.0889969999999999,0.0177665,0.0248305,0.507085,-0.0378789999999999,0.0506189999999999,0.0615239999999999,0.480485,0.29251,0.18139,0.294655,0.40862,0.051291,-0.322925,0.09797,0.3481,0.0585399999999999,0.0313664999999999,0.0871865,0.0872525,-0.1631449999999999,0.10707,0.02609,0.0642524999999999,0.2072899999999999,0.3173249999999999,0.201415,0.1163299999999999,0.0883665,0.2812849999999999,0.2361599999999999,0.0927745,0.1244099999999999,0.362395,0.18503,0.1639,0.355325,0.11871,0.095924,0.077358,-0.047629,-0.1678299999999999,-0.111815,-0.11799,-0.21705,-0.501955,-0.221855,-0.553285,-0.071516,0.8358888029165878,0.8932732177806479
6,10500000,-0.12813,-0.018984,-0.15715,-0.018462,0.0651,0.27526,-0.043421,0.0147479999999999,0.018703,-0.1073,0.57344,-0.25225,-0.12634,-0.076902,0.43928,0.27659,0.16003,0.3195,0.33912,-0.017278,-0.3401099999999999,-0.10617,0.3448,0.2135,-0.0627419999999999,-0.10887,0.001363,-0.2127,-0.05826,-0.1768,-0.18722,0.2087,0.38968,0.037999,0.0531279999999999,0.070137,0.4099899999999999,0.3235099999999999,-0.061721,0.0302339999999999,0.3028,0.091421,0.19548,0.17463,-0.030762,0.16833,0.15403,-0.23126,-0.1726,-0.11873,-0.12517,-0.22114,-0.5872,-0.21866,-0.64065,-0.083152,0.8578486832478509,0.7944086522305698
7,12000000,-0.086948,0.11912,-0.06408,-0.0139195,0.01895,0.2259749999999999,-0.0928545,-0.0049654999999999,0.0304379999999999,-0.12179,0.48299,-0.16176,-0.123835,-0.019384,0.423515,0.4778199999999999,0.188275,0.25245,0.31898,0.0589355,-0.3461849999999999,-0.0233274999999999,0.29117,0.1045799999999999,0.0442915,-0.036358,-0.0277205,-0.18189,0.017785,-0.136415,-0.1340299999999999,0.26755,0.35522,0.1860599999999999,0.056968,0.063638,0.33268,0.3037849999999999,0.0072809999999999,0.0761189999999999,0.310145,0.0471315,0.134065,0.27914,0.0229599999999999,0.0464409999999999,0.0896505,-0.18629,-0.1563599999999999,-0.1118549999999999,-0.115985,-0.22655,-0.497585,-0.217425,-0.5767100000000001,-0.1016325,0.8526701712606751,0.8337054678889042
8,13500000,-0.056865,0.2752699999999999,0.01044,0.14467,0.22771,0.35667,-0.010884,0.030647,0.14587,0.008137,0.6157,-0.04578,0.017116,-0.0015429999999999,0.41462,0.4393899999999999,0.26008,0.33209,0.5756100000000001,0.043427,-0.31498,0.032582,0.48648,0.17251,0.18508,0.0279519999999999,0.19309,-0.18547,0.12667,0.007546,-0.076601,0.3987,0.53678,0.24961,0.054002,0.2143,0.54787,0.52982,0.053425,0.087727,0.4113,0.1287599999999999,0.054322,0.45983,0.065339,0.14942,0.012426,-0.058577,-0.16326,-0.1228099999999999,-0.11778,-0.22388,-0.46072,-0.21699,-0.53688,-0.092395,0.820913797291967,0.9574830790727712
9,15000000,-0.057488,0.3155699999999999,0.15727,0.22468,0.1512,0.28784,0.04587,0.072674,0.0724139999999999,0.17085,0.62556,0.068476,0.11972,0.0308769999999999,0.4522899999999999,0.39615,0.35796,0.4498899999999999,0.47683,0.16699,-0.29153,0.11025,0.48362,0.1418,0.20973,0.17603,0.22951,-0.18254,0.19881,0.077128,0.095522,0.37943,0.5242600000000001,0.24605,0.096922,0.12677,0.47394,0.38364,0.15989,0.016793,0.38335,0.23438,0.107,0.35893,0.15807,0.14978,0.079209,0.074436,-0.16373,-0.12382,-0.11444,-0.22293,-0.37468,-0.21876,-0.46151,-0.03943,0.8072962327712802,0.9981310281699534
10,16500000,-0.0688899999999999,0.1808,0.07848,0.092438,0.1954,0.30265,0.081102,0.097838,0.02335,0.028346,0.52089,-0.0035979999999999,-0.067573,-0.014308,0.49866,0.32688,0.2115699999999999,0.4058,0.42777,0.039279,-0.32955,0.031961,0.31381,0.099277,0.11205,-0.008434,0.1127,-0.23209,0.11082,-0.047033,0.032122,0.28349,0.48496,0.11313,0.020384,0.08503,0.22194,0.21043,0.089831,0.12603,0.30562,0.084535,0.16448,0.36946,0.08277,0.1413599999999999,-0.001573,-0.12057,-0.1687799999999999,-0.11914,-0.12387,-0.22421,-0.46944,-0.21192,-0.53984,-0.077421,0.8287945623441335,0.9338451955353836
